totalfirms,size,job_birth,job_continue,job_destruction,year,lat,long,city,state
4504694,0,7875379,10858420,13041794,1977,,,,
16209,0,18731,40530,42012,1977,32401025,-99811409,Abilene, TX
22830,0,32040,28140,46640,1977,31608206,-84165665,Albany, GA
67440,0,114368,117408,182808,1977,35205259,-106712986,Albuquerque, NM
8408,0,7984,12200,17812,1977,31262083,-92476589,Alexandria, LA
4348,0,5106,6052,8366,1977,40479391,-78383313,Altoona, PA
39235,0,59460,69840,98930,1977,35183020,-101860330,Amarillo, TX
13910,0,34656,39332,86760,1977,61191900,-149762097,Anchorage, AK
36532,0,44360,57264,83632,1977,35652020,-82566254,Asheville, NC
12033,0,18980,23754,27926,1977,35296023,-118683344,Bakersfield, CA
4532,0,3912,6604,15200,1977,44833502,-68756626,Bangor, ME
146430,0,251316,386226,388548,1977,30430091,-91051757,Baton Rouge, LA
4126,0,6372,5020,7580,1977,48830987,-122400928,Bellingham, WA
16743,0,23766,27750,36396,1977,45816535,-108460718,Billings, MT
15100,0,19232,26328,36060,1977,42142695,-76018803,Binghamton, NY
13196,0,16600,20040,26896,1977,46850519,-100912175,Bismarck, ND
8176,0,9340,10428,20428,1977,39161997,-86540369,Bloomington, IN
50750,0,85260,152520,132790,1977,43581847,-116438071,Boise City, ID
3496,0,4634,5806,11352,1977,44550169,-73146898,Burlington, NC
3818,0,5600,7388,6088,1977,42918965,-106453302,Casper, WY
23379,0,30492,34638,50634,1977,42029994,-91630559,Cedar Rapids, IA
29865,0,51096,159402,94536,1977,38375285,-81668904,Charleston, WV
25536,0,30768,34284,247032,1977,38024839,-78482829,Charlottesville, VA
76326,0,120816,159144,252768,1977,35015474,-85296429,Chattanooga, TN-GA
2650,0,4184,3896,6156,1977,41196199,-104762083,Cheyenne, WY
20146,0,33372,28780,46672,1977,38865444,-104748828,Colorado Springs, CO
7614,0,9748,8904,14444,1977,38989761,-92313387,Columbia, MO
177732,0,283512,324072,463656,1977,38989761,-92313387,Columbia, SC
16570,0,21380,22560,45700,1977,39974014,-82905954,Columbus, GA-AL
4376,0,6728,12152,10672,1977,39974014,-82905954,Columbus, IN
728680,0,1551280,2387880,2307400,1977,39974014,-82905954,Columbus, OH
34362,0,51054,51516,84756,1977,27811767,-97464192,Corpus Christi, TX
2343,0,3662,2340,3986,1977,44547364,-123330289,Corvallis, OR
6792,0,7276,7188,18408,1977,39566663,-78839658,Cumberland, MD-WV
3346,0,3376,4404,8812,1977,36754822,-79400549,Danville, IL
6624,0,9516,9524,11116,1977,36754822,-79400549,Danville, VA
13656,0,17760,19616,36888,1977,39853136,-88953227,Decatur, AL
8732,0,12784,16860,23668,1977,39853136,-88953227,Decatur, IL
12480,0,12882,21174,31116,1977,31259924,-85440832,Dothan, AL
3123,0,3822,5012,6258,1977,39092714,-75560273,Dover, DE
3479,0,3288,7342,6176,1977,42476090,-90822022,Dubuque, IA
8728,0,10140,12924,17992,1977,44893660,-91368383,Eau Claire, WI
24278,0,40900,44892,93172,1977,31770159,-106351813,El Paso, TX
3070,0,4882,8010,10508,1977,42129017,-76790266,Elmira, NY
8674,0,13444,16634,23330,1977,42052025,-80056979,Erie, PA
12108,0,24456,17480,41400,1977,35056213,-78907247,Fayetteville, NC
2253,0,3552,4176,4570,1977,35919406,-111563871,Flagstaff, AZ
22804,0,24056,28296,52056,1977,34809570,-87661757,Florence, SC
27752,0,37960,140920,61512,1977,35404373,-94442208,Fort Smith, AR-OK
33300,0,48558,89652,89730,1977,41028663,-85157958,Fort Wayne, IN
17962,0,24698,31898,38856,1977,36713694,-119925531,Fresno, CA
3088,0,3626,4758,6976,1977,34018597,-86032125,Gadsden, AL
9444,0,15032,11116,22032,1977,29676436,-82379953,Gainesville, FL
2681,0,4214,13820,4578,1977,29676436,-82379953,Gainesville, GA
7146,0,12952,9700,15632,1977,43368665,-73594302,Glens Falls, NY
2997,0,3500,5048,5072,1977,35364712,-77995343,Goldsboro, NC
7628,0,10180,9100,13104,1977,47834558,-96841690,Grand Forks, ND-MN
3460,0,5424,4784,7974,1977,39095228,-108509096,Grand Junction, CO
3445,0,5886,18204,6142,1977,47433941,-111324241,Great Falls, MT
22956,0,29388,41628,49020,1977,44493492,-88032769,Green Bay, WI
3137,0,2974,4882,6766,1977,35589908,-77391082,Greenville, NC
9246,0,14448,16314,19296,1977,31239888,-89356078,Hattiesburg, MS
13686,0,23816,28156,37340,1977,34754424,-86712087,Huntsville, AL
7256,0,8712,9636,13400,1977,41674915,-91568871,Iowa City, IA
13113,0,26226,22812,34614,1977,42237635,-84404455,Jackson, MI
248976,0,344988,573084,605016,1977,42237635,-84404455,Jackson, MS
28584,0,43236,49878,63090,1977,42237635,-84404455,Jackson, TN
237010,0,380460,586640,750980,1977,34709586,-77373135,Jacksonville, FL
4358,0,6012,4372,9464,1977,34709586,-77373135,Jacksonville, NC
5236,0,5688,18172,12378,1977,40260625,-78884658,Johnstown, PA
6736,0,8904,10160,12072,1977,35828198,-90631993,Jonesboro, AR
9824,0,12908,18596,21248,1977,37061268,-94396202,Joplin, MO
693532,0,1296176,1635760,2059260,1977,39053555,-94522177,Kansas City, MO-KS
144414,0,192384,237420,363942,1977,35917137,-83940698,Knoxville, TN
3311,0,7844,7500,6588,1977,40423928,-86101490,Kokomo, IN
68870,0,122580,141980,213560,1977,40372461,-86745453,Lafayette, LA
11000,0,17984,20236,22576,1977,30237442,-93291757,Lake Charles, LA
12317,0,13780,23234,28822,1977,40067670,-76281219,Lancaster, PA
2986,0,4576,3338,7262,1977,27591807,-99389849,Laredo, TX
2574,0,4492,3802,5950,1977,32274123,-106781670,Las Cruces, NM
2165,0,3140,2720,3606,1977,38927006,-95256048,Lawrence, KS
6032,0,6380,8492,11112,1977,34633961,-98423460,Lawton, OK
4094,0,8060,5458,9584,1977,40674882,-84176901,Lima, OH
15622,0,24444,32012,42988,1977,40796701,-96681392,Lincoln, NE
27183,0,39924,40950,71796,1977,33570085,-101852068,Lubbock, TX
36120,0,28380,175272,77076,1977,37345470,-79294102,Lynchburg, VA
33845,0,49340,62660,83530,1977,32720028,-83652271,Macon, GA
56760,0,71352,89680,114200,1977,43071496,-89393668,Madison, WI
4245,0,5144,9014,11298,1977,40791142,-82670894,Mansfield, OH
261288,0,751752,743382,845838,1977,35141483,-89926108,Memphis, TN-MS-AR
3745,0,3844,5768,9490,1977,37245783,-120674118,Merced, CA
3532,0,4758,4540,5502,1977,46939971,-113968607,Missoula, MT
11259,0,20604,23204,35150,1977,30686169,-87993348,Mobile, AL
8299,0,14382,13780,17686,1977,37613805,-120958800,Modesto, CA
11354,0,14032,22020,21992,1977,32509377,-92115857,Monroe, LA
2731,0,3100,3930,4006,1977,32509377,-92115857,Monroe, MI
34996,0,58008,58904,92616,1977,32459969,-86277996,Montgomery, AL
4119,0,5258,8424,10754,1977,40211893,-85396077,Muncie, IN
3857,0,5208,5330,7052,1977,29142855,-82114602,Ocala, FL
218575,0,376446,393554,554750,1977,35457111,-97462021,Oklahoma City, OK
11376,0,15510,16302,19686,1977,37750648,-87105097,Owensboro, KY
7356,0,13100,7832,20160,1977,30219170,-85638788,Panama City, FL
9930,0,12306,12150,18534,1977,34243795,-91987152,Pine Bluff, AR
530782,0,837872,1083278,1477126,1977,40412241,-79921188,Pittsburgh, PA
5186,0,11224,7452,11462,1977,42443864,-73229348,Pittsfield, MA
2771,0,3646,21076,5848,1977,42777785,-112346267,Pocatello, ID
4186,0,7358,4836,10676,1977,38235853,-104623605,Pueblo, CO
1484,0,2352,1940,2442,1977,26952873,-82131242,Punta Gorda, FL
11154,0,15282,15600,21672,1977,44045194,-103105497,Rapid City, SD
10330,0,12798,33414,24666,1977,40377743,-75914242,Reading, PA
4573,0,6552,5592,9166,1977,40688705,-122121202,Redding, CA
17014,0,34144,37648,38236,1977,39704166,-119763634,Reno, NV
51738,0,89088,88824,126972,1977,37331785,-79944785,Roanoke, VA
32944,0,39872,161104,68240,1977,44007477,-92442548,Rochester, MN
318240,0,392592,832440,869184,1977,44007477,-92442548,Rochester, NY
19162,0,26048,45904,47792,1977,42237787,-89107306,Rockford, IL
8062,0,13200,15584,28328,1977,35935344,-77803274,Rocky Mount, NC
9633,0,13578,20334,19756,1977,36450732,-121528953,Salinas, CA
6932,0,8928,9440,14060,1977,31440631,-100474921,San Angelo, TX
3277,0,5016,4462,5612,1977,35602793,-106030846,Santa Fe, NM
23631,0,31188,46968,101502,1977,32088005,-81176296,Savannah, GA
56058,0,66972,153408,154572,1977,41269531,-75905491,Scranton--Wilkes-Barre--Hazleton, PA
3377,0,2512,6812,5824,1977,43729885,-87854504,Sheboygan, WI
28990,0,37420,173430,90600,1977,42438400,-96281584,Sioux City, IA-NE-SD
24540,0,29976,231888,48160,1977,43532728,-96735522,Sioux Falls, SD
43104,0,68916,96048,118104,1977,42175992,-72572655,Springfield, IL
122052,0,159600,288024,273984,1977,42175992,-72572655,Springfield, MA
139155,0,182190,265860,291810,1977,42175992,-72572655,Springfield, MO
12642,0,17322,20700,39576,1977,42175992,-72572655,Springfield, OH
8846,0,9704,15984,17648,1977,45565698,-94411580,St. Cloud, MN
16792,0,18608,23456,41576,1977,39792944,-94827349,St. Joseph, MO-KS
1158435,0,1768800,3437220,3580260,1977,38637701,-90321618,St. Louis, MO-IL
3193,0,3192,5036,5974,1977,40887275,-77834459,State College, PA
2395,0,2840,8142,3610,1977,33931693,-80385516,Sumter, SC
58284,0,71316,159642,170778,1977,43103012,-76190107,Syracuse, NY
25936,0,33872,28832,64712,1977,30490830,-84334863,Tallahassee, FL
21852,0,33376,59688,49008,1977,39527037,-87346003,Terre Haute, IN
11280,0,17730,31524,28146,1977,33421007,-94143681,Texarkana, TX-AR
61158,0,86148,293490,159330,1977,41567251,-83667019,Toledo, OH
36765,0,47320,55550,79830,1977,39039150,-95710259,Topeka, KS
14658,0,25720,24872,42208,1977,32178410,-111088624,Tucson, AZ
180460,0,327264,395668,473592,1977,36195342,-95991924,Tulsa, OK
13377,0,39168,19980,34932,1977,33235600,-87511691,Tuscaloosa, AL
5247,0,7430,13272,10556,1977,32334795,-95297019,Tyler, TX
6858,0,7156,10684,11648,1977,28793417,-96977127,Victoria, TX
12124,0,29480,21692,28896,1977,31542166,-97166412,Waco, TX
3714,0,2920,6190,6756,1977,44900795,-89738490,Wausau, WI
17619,0,22620,35082,44196,1977,40018728,-80818914,Wheeling, WV-OH
89110,0,126820,188020,283530,1977,37744362,-97270844,Wichita, KS
17400,0,24906,21906,34350,1977,33866809,-98630821,Wichita Falls, TX
4017,0,4544,18006,11136,1977,41269479,-76995599,Williamsport, PA
10834,0,14304,15696,24312,1977,34094120,-78088963,Wilmington, NC
6053,0,10250,9988,15478,1977,46482454,-120512943,Yakima, WA
6092,0,6196,8832,9308,1977,39136954,-121541601,Yuba City, CA
2667,0,3554,3566,4564,1977,32684752,-114388951,Yuma, AZ
4877499,0,8517728,10208838,17094573,1982,,,,
19842,0,38880,43974,42852,1982,32401025,-99811409,Abilene, TX
23285,0,23620,39470,59810,1982,31608206,-84165665,Albany, GA
74600,0,108280,121392,245920,1982,35205259,-106712986,Albuquerque, NM
8740,0,11792,12724,24032,1982,31262083,-92476589,Alexandria, LA
4256,0,4488,5108,9806,1982,40479391,-78383313,Altoona, PA
40480,0,55130,75070,110660,1982,35183020,-101860330,Amarillo, TX
17172,0,40828,64344,54856,1982,61191900,-149762097,Anchorage, AK
39364,0,48896,48128,104912,1982,35652020,-82566254,Asheville, NC
14055,0,28296,27170,37428,1982,35296023,-118683344,Bakersfield, CA
4518,0,6254,8030,11672,1982,44833502,-68756626,Bangor, ME
169344,0,277884,367902,583704,1982,30430091,-91051757,Baton Rouge, LA
4695,0,5450,6146,9712,1982,48830987,-122400928,Bellingham, WA
18378,0,22368,26280,41484,1982,45816535,-108460718,Billings, MT
14788,0,23328,25996,39120,1982,42142695,-76018803,Binghamton, NY
14860,0,12312,17440,34064,1982,46850519,-100912175,Bismarck, ND
8412,0,10884,14984,19976,1982,39161997,-86540369,Bloomington, IN
53630,0,208070,74840,343470,1982,43581847,-116438071,Boise City, ID
3682,0,5442,5932,10848,1982,44550169,-73146898,Burlington, NC
4608,0,6448,9634,15622,1982,42918965,-106453302,Casper, WY
24300,0,23268,29232,74442,1982,42029994,-91630559,Cedar Rapids, IA
28461,0,36162,52140,89010,1982,38375285,-81668904,Charleston, WV
28614,0,40488,43728,64752,1982,38024839,-78482829,Charlottesville, VA
77874,0,126348,116748,267696,1982,35015474,-85296429,Chattanooga, TN-GA
2819,0,4130,2766,7672,1982,41196199,-104762083,Cheyenne, WY
24336,0,42080,44560,60100,1982,38865444,-104748828,Colorado Springs, CO
7732,0,9420,10200,21416,1982,38989761,-92313387,Columbia, MO
187476,0,282816,292944,511008,1982,38989761,-92313387,Columbia, SC
15390,0,12420,17000,32940,1982,39974014,-82905954,Columbus, GA-AL
4512,0,3328,4372,26936,1982,39974014,-82905954,Columbus, IN
747560,0,1320080,1451640,2828720,1982,39974014,-82905954,Columbus, OH
40251,0,95970,71814,110976,1982,27811767,-97464192,Corpus Christi, TX
2572,0,3090,5020,6318,1982,44547364,-123330289,Corvallis, OR
6716,0,7600,5396,17596,1982,39566663,-78839658,Cumberland, MD-WV
3127,0,3552,3182,9398,1982,36754822,-79400549,Danville, IL
6264,0,5532,8080,18144,1982,36754822,-79400549,Danville, VA
13840,0,15120,20920,35728,1982,39853136,-88953227,Decatur, AL
8456,0,10156,11028,26856,1982,39853136,-88953227,Decatur, IL
12708,0,16140,19464,33006,1982,31259924,-85440832,Dothan, AL
3127,0,2888,4324,6202,1982,39092714,-75560273,Dover, DE
3510,0,2970,5680,10944,1982,42476090,-90822022,Dubuque, IA
9468,0,10164,10700,19736,1982,44893660,-91368383,Eau Claire, WI
26834,0,59344,57916,92232,1982,31770159,-106351813,El Paso, TX
2979,0,3274,5866,6926,1982,42129017,-76790266,Elmira, NY
8449,0,11446,14914,48698,1982,42052025,-80056979,Erie, PA
12272,0,16644,15608,29332,1982,35056213,-78907247,Fayetteville, NC
2641,0,3820,3804,6712,1982,35919406,-111563871,Flagstaff, AZ
22172,0,31136,28368,53776,1982,34809570,-87661757,Florence, SC
28824,0,36040,39992,94760,1982,35404373,-94442208,Fort Smith, AR-OK
34593,0,52632,79794,129186,1982,41028663,-85157958,Fort Wayne, IN
19518,0,28708,27860,57702,1982,36713694,-119925531,Fresno, CA
2868,0,2482,4166,10368,1982,34018597,-86032125,Gadsden, AL
11226,0,17568,21448,26864,1982,29676436,-82379953,Gainesville, FL
2970,0,4486,4634,7572,1982,29676436,-82379953,Gainesville, GA
7494,0,6440,9100,14900,1982,43368665,-73594302,Glens Falls, NY
3025,0,3672,2650,6690,1982,35364712,-77995343,Goldsboro, NC
7482,0,6956,7888,13044,1982,47834558,-96841690,Grand Forks, ND-MN
4753,0,9910,8344,11500,1982,39095228,-108509096,Grand Junction, CO
3451,0,3684,4194,7628,1982,47433941,-111324241,Great Falls, MT
24528,0,28338,35448,58350,1982,44493492,-88032769,Green Bay, WI
3246,0,4050,4678,7180,1982,35589908,-77391082,Greenville, NC
10011,0,10530,10962,25716,1982,31239888,-89356078,Hattiesburg, MS
14246,0,22020,23620,39008,1982,34754424,-86712087,Huntsville, AL
7530,0,9488,9328,16280,1982,41674915,-91568871,Iowa City, IA
13119,0,15270,17820,33462,1982,42237635,-84404455,Jackson, MI
262170,0,307404,327996,761760,1982,42237635,-84404455,Jackson, MS
29898,0,35262,33840,87462,1982,42237635,-84404455,Jackson, TN
257980,0,450740,515660,832680,1982,34709586,-77373135,Jacksonville, FL
4632,0,7228,6156,8100,1982,34709586,-77373135,Jacksonville, NC
4995,0,4280,6438,12328,1982,40260625,-78884658,Johnstown, PA
6360,0,8268,9604,16948,1982,35828198,-90631993,Jonesboro, AR
9854,0,11588,11964,24632,1982,37061268,-94396202,Joplin, MO
710878,0,1250256,1412012,2816520,1982,39053555,-94522177,Kansas City, MO-KS
155655,0,261882,275274,439956,1982,35917137,-83940698,Knoxville, TN
3187,0,3252,3724,11414,1982,40423928,-86101490,Kokomo, IN
101070,0,230980,327340,339480,1982,40372461,-86745453,Lafayette, LA
12350,0,19376,30872,44876,1982,30237442,-93291757,Lake Charles, LA
12375,0,14218,25210,37324,1982,40067670,-76281219,Lancaster, PA
3666,0,5810,6128,9464,1982,27591807,-99389849,Laredo, TX
2860,0,4578,3938,5262,1982,32274123,-106781670,Las Cruces, NM
2395,0,2850,2400,6112,1982,38927006,-95256048,Lawrence, KS
6318,0,10392,7904,10608,1982,34633961,-98423460,Lawton, OK
4038,0,4664,3394,15050,1982,40674882,-84176901,Lima, OH
16162,0,19180,21976,43484,1982,40796701,-96681392,Lincoln, NE
27858,0,42978,53922,73140,1982,33570085,-101852068,Lubbock, TX
36384,0,37464,50112,181380,1982,37345470,-79294102,Lynchburg, VA
32685,0,39460,56440,96420,1982,32720028,-83652271,Macon, GA
60740,0,86776,84400,163640,1982,43071496,-89393668,Madison, WI
4096,0,2832,8774,14220,1982,40791142,-82670894,Mansfield, OH
264006,0,488448,476208,1028160,1982,35141483,-89926108,Memphis, TN-MS-AR
3886,0,4216,4222,7710,1982,37245783,-120674118,Merced, CA
3659,0,6586,2688,8842,1982,46939971,-113968607,Missoula, MT
11700,0,16350,24340,47450,1982,30686169,-87993348,Mobile, AL
9419,0,17758,13096,25736,1982,37613805,-120958800,Modesto, CA
12378,0,13256,17376,28332,1982,32509377,-92115857,Monroe, LA
2602,0,5996,3700,6132,1982,32509377,-92115857,Monroe, MI
35588,0,53392,100328,121376,1982,32459969,-86277996,Montgomery, AL
3900,0,3772,5368,15184,1982,40211893,-85396077,Muncie, IN
5015,0,6946,6896,9742,1982,29142855,-82114602,Ocala, FL
