city,state,year,firms,job_births,job_continuers,job_destruction,lat,lon
Alexandria,LA,2002,2722,3021,4382,7583,31.3112936,-92.4451371
Altoona,PA,2002,2649,2628,4444,7703,40.5186809,-78.3947359
Amarillo,TX,2002,4556,5824,8311,17863,35.2219971,-101.8312969
Ames,IA,2002,1566,1213,2550,4036,42.02335,-93.625622
Anchorage,AK,2002,7013,10157,14673,21884,61.2180556,-149.9002778
Anderson,SC,2002,2950,3153,3781,11180,34.5034394,-82.6501332
Appleton,WI,2002,4543,6126,10415,18521,44.2619309,-88.4153847
Atlanta,GA,2002,81588,175758,214836,437529,33.7489954,-84.3879824
Augusta,GA,2002,7623,11155,13574,26465,33.47,-81.975
Austin,TX,2002,23921,45154,59604,130700,30.267153,-97.7430608
Bakersfield,CA,2002,8674,17372,19654,36061,35.3732921,-119.0187125
Baltimore,MD,2002,46088,70712,96965,176916,39.2903848,-76.6121893
Bangor,ME,2002,3291,3192,4690,9268,44.8011821,-68.7778138
Baton Rouge,LA,2002,12499,23703,30217,57906,30.4507462,-91.154551
Battle Creek,MI,2002,2421,2815,4813,9875,42.3211522,-85.1797142
Bay City,MI,2002,2061,1759,2538,5527,43.5944677,-83.8888647
Bend,OR,2002,3809,4400,4495,7902,44.0581728,-121.3153096
Billings,MT,2002,4218,3895,6544,10377,45.7832856,-108.5006904
Binghamton,NY,2002,3944,6719,6795,15435,42.0986867,-75.9179738
Birmingham,AL,2002,18867,33593,39099,79460,33.5206608,-86.80249
Bloomington,IL,2002,2909,4336,5444,10147,40.4842027,-88.9936873
Bowling Green,KY,2002,2158,2131,4242,6252,36.9903199,-86.4436018
Buffalo,NY,2002,19800,32689,38505,71408,42.8864468,-78.8783689
Canton,OH,2002,7657,7229,14494,25089,40.7989473,-81.378447
Champaign,IL,2002,4011,3581,6359,12885,39.8403147,-88.9548001
Charleston,SC,2002,10861,14371,21882,40901,32.7765656,-79.9309216
Charlotte,NC,2002,28298,53250,77556,134606,35.2270869,-80.8431267
Charlottesville,VA,2002,4288,4288,6405,9917,38.0293059,-78.4766781
Chattanooga,TN,2002,8482,13071,17644,30778,35.0456297,-85.3096801
Chicago,IL,2002,164006,269131,378839,783939,41.850033,-87.6500523
Cincinnati,OH,2002,33730,64551,89989,166303,39.1361111,-84.5030556
Columbia,SC,2002,11995,17824,30688,51949,34.0007104,-81.0348144
Columbus,GA,2002,1147,929,1239,3000,32.4609764,-84.9877094
Columbus,OH,2002,27552,55348,84523,150441,39.9611755,-82.9987942
Corpus Christi,TX,2002,7245,9211,12978,23846,27.8005828,-97.396381
Dayton,OH,2002,13701,22045,31137,72421,39.7589478,-84.1916069
Decatur,AL,2002,2608,3019,3683,7790,34.6059253,-86.9833417
Denver,CO,2002,49047,80232,112135,254044,39.7391536,-104.9847034
Detroit,MI,2002,74990,136908,185600,373398,42.331427,-83.0457538
Dothan,AL,2002,2943,3449,11978,8379,31.2232313,-85.3904888
Durham,NC,2002,8124,19181,21932,43483,35.9940329,-78.898619
Eau Claire,WI,2002,3243,4559,5566,10375,44.811349,-91.4984941
El Centro,CA,2002,1966,2361,5328,8535,32.792,-115.5630514
Elkhart,IN,2002,4047,7235,8332,18135,41.6819935,-85.9766671
Elmira,NY,2002,1511,1474,2757,5304,42.0897965,-76.8077338
El Paso,TX,2002,9146,16001,22101,40128,31.7587198,-106.4869314
Erie,PA,2002,5199,6623,9048,19656,42.1292241,-80.085059
Eugene,OR,2002,7502,7025,12639,19778,44.0520691,-123.0867536
Evansville,IN,2002,6823,8417,13902,22052,37.9747644,-87.5558482
Fairbanks,AK,2002,1706,1764,2984,3240,64.8377778,-147.7163889
Fayetteville,NC,2002,4255,5929,7011,14811,35.0526641,-78.8783585
Florence,AL,2002,2678,2539,3253,10460,34.79981,-87.677251
Gainesville,FL,2002,4243,5810,7312,14631,29.6516344,-82.3248262
Great Falls,MT,2002,2008,1929,2345,4244,47.5002354,-111.3008083
Gulfport,MS,2002,4186,6356,5882,14273,30.3674198,-89.0928155
Hagerstown,MD,2002,3962,4174,7235,10016,39.6417629,-77.7199932
Harrisonburg,VA,2002,2299,2017,5246,6841,38.4495688,-78.8689155
Hartford,CT,2002,22418,33910,46895,81882,41.7637111,-72.6850932
Honolulu,HI,2002,15557,19658,28603,52954,21.3069444,-157.8583333
Houston,TX,2002,78154,174259,223059,377581,29.7628844,-95.3830615
Huntington,WV,2002,4767,4604,9078,13422,38.4192496,-82.445154
Indianapolis,IN,2002,28788,57069,73703,139844,39.7683765,-86.1580423
Iowa City,IA,2002,2746,4645,5094,9783,41.677204,-91.5162792
Jackson,MS,2002,9220,15180,20519,36947,32.2987573,-90.1848103
Jackson,TN,2002,2291,3054,4556,10466,35.6145169,-88.8139469
Jacksonville,FL,2002,20793,37931,66557,96927,30.3321838,-81.655651
Jefferson City,MO,2002,2863,3010,3675,7950,38.5767017,-92.1735164
Jonesboro,AR,2002,2236,2870,3628,6832,35.8422967,-90.704279
Kansas City,MO,2002,35928,61177,83720,157737,39.0997265,-94.5785667
Kennewick,WA,2002,3674,3849,6948,9785,46.2112458,-119.1372338
Knoxville,TN,2002,11722,19259,28215,45543,35.9606384,-83.9207392
Lafayette,IN,2002,3125,3277,4353,9903,40.4167022,-86.8752869
Lafayette,LA,2002,6006,8230,10897,20694,30.2240897,-92.0198427
Lake Charles,LA,2002,3423,5356,8000,11389,30.2265949,-93.2173758
Lansing,MI,2002,7971,12290,17908,26584,42.732535,-84.5555347
Laredo,TX,2002,3413,5658,6187,8519,27.506407,-99.5075421
Las Vegas,NV,2002,21627,60812,70967,122149,36.114646,-115.172816
Lawton,OK,2002,1771,2187,2990,4083,34.6086854,-98.3903305
Lexington,KY,2002,8628,12305,17839,33237,38.0317136,-84.4951359
Lima,OH,2002,2348,2524,3710,8261,40.742551,-84.1052256
Longview,TX,2002,4144,4927,6968,12362,32.5007037,-94.7404891
Los Angeles,CA,2002,226390,392152,548609,1035991,34.0522342,-118.2436849
Lubbock,TX,2002,5333,6825,9638,18035,33.5778631,-101.8551665
Lynchburg,VA,2002,4572,4656,7515,15186,37.4137536,-79.1422464
Macon,GA,2002,4215,4413,6665,13185,32.8406946,-83.6324022
Madison,WI,2002,11253,17384,21780,38001,43.0730517,-89.4012302
Manchester,NH,2002,8378,8951,15527,30692,42.9956397,-71.4547891
Mankato,MN,2002,2074,1948,3157,5754,44.1635775,-93.9993996
McAllen,TX,2002,6695,11569,15025,25666,26.2034071,-98.2300124
Memphis,TN,2002,18177,38098,47978,114906,35.1495343,-90.0489801
Midland,TX,2002,3269,3526,4524,8815,31.9973456,-102.0779146
Milwaukee,WI,2002,29482,39582,65367,123668,43.0389025,-87.9064736
Missoula,MT,2002,3037,2641,4138,6619,46.872146,-113.9939982
Modesto,CA,2002,6806,11384,15563,19856,37.6390972,-120.9968782
Montgomery,AL,2002,6021,9778,10999,25138,32.3668052,-86.2999689
Myrtle Beach,SC,2002,5544,7985,8135,18829,33.6890603,-78.8866943
Naples,FL,2002,6979,8808,10228,17078,26.1420358,-81.7948103
Nashville,TN,2002,24890,48397,63351,115271,36.1658899,-86.7844432
New Haven,CT,2002,16210,21332,30754,54436,41.3081527,-72.9281577
New Orleans,LA,2002,23374,32600,49729,88891,29.9647222,-90.0705556
New York,NY,2002,394639,535166,801955,1436006,40.7142691,-74.0059729
Oklahoma City,OK,2002,22407,35478,48619,84400,35.4675602,-97.5164276
Omaha,NE,2002,15249,22914,39690,54047,41.254006,-95.999258
Panama City,FL,2002,3282,3570,7133,10108,30.1588129,-85.6602058
Parkersburg,WV,2002,3264,2977,6368,10344,39.2667418,-81.5615135
Pensacola,FL,2002,6428,9962,12777,25429,30.421309,-87.2169149
Philadelphia,PA,2002,104331,187114,263224,447323,39.952335,-75.163789
Phoenix,AZ,2002,52428,116262,161260,283365,33.4483771,-112.0740373
Pine Bluff,AR,2002,1560,1911,2099,3999,34.2284312,-92.0031955
Pittsburgh,PA,2002,43944,66790,104044,158103,40.4406248,-79.9958864
Pocatello,ID,2002,1680,2043,2273,5093,42.8713032,-112.4455344
Portland,OR,2002,41709,65650,81516,167344,45.5234515,-122.6762071
Pueblo,CO,2002,2596,3164,3679,6380,38.2544472,-104.6091409
Rapid City,SD,2002,3099,2959,4698,9051,44.0805434,-103.2310149
Redding,CA,2002,3626,3756,5554,7632,40.5865396,-122.3916754
Reno,NV,2002,8865,13673,17954,31158,39.5296329,-119.8138027
Rochester,NY,2002,16910,24152,36919,69302,43.1547845,-77.6155567
Rockford,IL,2002,6043,7718,10261,24443,42.2711311,-89.0939952
St. Joseph,MO,2002,2417,3391,4247,6333,39.7577778,-94.8363889
St. Louis,MO,2002,50326,85300,120402,220334,38.646991,-90.224967
Salinas,CA,2002,6986,12065,12448,52539,36.6777372,-121.6555013
Salisbury,MD,2002,2370,3187,4349,6735,38.3606736,-75.5993692
Salt Lake City,UT,2002,20331,42990,50627,96629,40.7607793,-111.8910474
San Angelo,TX,2002,2154,1863,3652,5725,31.4637723,-100.4370375
San Antonio,TX,2002,26089,52827,57921,110285,29.4241219,-98.4936282
San Diego,CA,2002,51395,89755,124857,201097,32.7153292,-117.1572551
San Jose,CA,2002,34524,71404,98530,286444,37.3393857,-121.8949555
San Luis Obispo,CA,2002,5929,7386,8859,11491,35.2827524,-120.6596156
Santa Fe,NM,2002,3865,3702,4681,7129,35.6869752,-105.937799
Savannah,GA,2002,5846,9931,11643,19164,32.0835407,-81.0998342
Scranton,PA,2002,10243,14332,19507,39357,41.408969,-75.6624122
Shreveport,LA,2002,6633,7946,16353,24210,32.5251516,-93.7501789
Sioux City,IA,2002,3096,3389,7517,19716,42.4999942,-96.4003069
Sioux Falls,SD,2002,5116,6560,10670,17390,43.5499749,-96.700327
Spokane,WA,2002,8782,11491,14800,30245,47.6587802,-117.4260466
Springfield,IL,2002,4449,4927,7490,14554,39.8403147,-88.9548001
Springfield,MO,2002,8058,11105,14387,25305,37.215326,-93.2982436
Syracuse,NY,2002,11363,13823,25210,39752,43.0481221,-76.1474244
Terre Haute,IN,2002,3035,3054,4063,10432,39.4667034,-87.4139092
Toledo,OH,2002,11889,17238,24683,46421,41.6639383,-83.555212
Topeka,KS,2002,4596,5417,8301,14824,39.0483336,-95.6780371
Tucson,AZ,2002,13821,23273,28334,54865,32.2217429,-110.926479
Tulsa,OK,2002,17577,26969,39158,70624,36.1539816,-95.992775
Utica,NY,2002,4725,6338,8225,13705,43.100903,-75.232664
Victoria,TX,2002,2278,2581,3001,7059,28.8052674,-97.0035982
Visalia,CA,2002,5119,9534,11201,15454,36.3302284,-119.2920585
Wilmington,NC,2002,6772,8101,9055,20113,34.2257255,-77.9447102
York,PA,2002,6499,8827,12784,21983,39.9625984,-76.727745
Youngstown,OH,2002,10691,12947,17195,41400,41.0997803,-80.6495194
Akron,OH,2007,12962,16278,27307,41837,41.0814447,-81.5190053
Albany,GA,2007,2737,2454,4177,7575,31.5785074,-84.155741
Alexandria,LA,2007,2850,2798,5486,6553,31.3112936,-92.4451371
Altoona,PA,2007,2674,2390,4166,6247,40.5186809,-78.3947359
Amarillo,TX,2007,4729,4969,8732,14931,35.2219971,-101.8312969
Ames,IA,2007,1668,1595,2889,3821,42.02335,-93.625622
Anchorage,AK,2007,7574,11532,17912,26900,61.2180556,-149.9002778
Anderson,SC,2007,3127,3386,4756,6692,34.5034394,-82.6501332
Appleton,WI,2007,4763,4857,8775,14003,44.2619309,-88.4153847
Atlanta,GA,2007,94666,156413,257858,359617,33.7489954,-84.3879824
Augusta,GA,2007,8153,9317,15958,23062,33.47,-81.975
Austin,TX,2007,28059,54498,78863,91034,30.267153,-97.7430608
Bakersfield,CA,2007,9601,16183,22705,34455,35.3732921,-119.0187125
Baltimore,MD,2007,49843,57947,108746,162608,39.2903848,-76.6121893
Bangor,ME,2007,3348,3349,4630,7410,44.8011821,-68.7778138
Baton Rouge,LA,2007,13553,16893,32646,44851,30.4507462,-91.154551
Battle Creek,MI,2007,2304,2079,3709,6141,42.3211522,-85.1797142
Bay City,MI,2007,1955,1441,2820,5217,43.5944677,-83.8888647
Bend,OR,2007,5279,4750,7200,9184,44.0581728,-121.3153096
Billings,MT,2007,4716,3463,10362,8338,45.7832856,-108.5006904
Binghamton,NY,2007,3920,4327,7457,11045,42.0986867,-75.9179738
Birmingham,AL,2007,20098,32995,45943,67087,33.5206608,-86.80249
Bloomington,IL,2007,3092,3164,5611,8108,40.4842027,-88.9936873
Bowling Green,KY,2007,2307,2463,4660,6522,36.9903199,-86.4436018
Buffalo,NY,2007,19893,22755,42954,64520,42.8864468,-78.8783689
Canton,OH,2007,7429,6145,13412,18408,40.7989473,-81.378447
Champaign,IL,2007,4049,4260,7662,11657,39.8403147,-88.9548001
Charleston,SC,2007,12735,19617,28121,35483,32.7765656,-79.9309216
Charlotte,NC,2007,32047,58207,111359,119944,35.2270869,-80.8431267
Charlottesville,VA,2007,4807,4077,7393,10733,38.0293059,-78.4766781
Chattanooga,TN,2007,8766,10662,25970,34846,35.0456297,-85.3096801
Chicago,IL,2007,173767,229702,439334,633109,41.850033,-87.6500523
Cincinnati,OH,2007,34023,60305,95283,142714,39.1361111,-84.5030556
Columbia,SC,2007,12937,15907,29655,45762,34.0007104,-81.0348144
Columbus,GA,2007,1228,1037,1868,2258,32.4609764,-84.9877094
Columbus,OH,2007,28182,50750,73224,111101,39.9611755,-82.9987942
Corpus Christi,TX,2007,7452,7277,17300,29165,27.8005828,-97.396381
Dayton,OH,2007,13338,18387,27764,62408,39.7589478,-84.1916069
Decatur,AL,2007,2607,1992,4809,6044,34.6059253,-86.9833417
Denver,CO,2007,53140,85692,123630,182913,39.7391536,-104.9847034
Detroit,MI,2007,74181,94159,161373,327035,42.331427,-83.0457538
Dothan,AL,2007,3094,2839,7410,9867,31.2232313,-85.3904888
Durham,NC,2007,8780,10803,19737,31355,35.9940329,-78.898619
Eau Claire,WI,2007,3346,2256,5890,8234,44.811349,-91.4984941
El Centro,CA,2007,2078,4706,9339,6477,32.792,-115.5630514
Elkhart,IN,2007,4120,4495,8764,18766,41.6819935,-85.9766671
Elmira,NY,2007,1475,1546,2594,3446,42.0897965,-76.8077338
El Paso,TX,2007,9590,13442,23796,33558,31.7587198,-106.4869314
Erie,PA,2007,5020,5366,9397,13961,42.1292241,-80.085059
Eugene,OR,2007,8087,6586,12131,17166,44.0520691,-123.0867536
Evansville,IN,2007,6805,6766,16813,24797,37.9747644,-87.5558482
Fairbanks,AK,2007,1922,1496,3562,4046,64.8377778,-147.7163889
Fayetteville,NC,2007,4663,6730,14552,14438,35.0526641,-78.8783585
Florence,AL,2007,2715,3098,5001,8771,34.79981,-87.677251
Gainesville,FL,2007,4827,6186,8094,12262,29.6516344,-82.3248262
Great Falls,MT,2007,2138,1457,3061,3852,47.5002354,-111.3008083
Gulfport,MS,2007,4060,6301,16336,12968,30.3674198,-89.0928155
Hagerstown,MD,2007,4299,4180,6230,12127,39.6417629,-77.7199932
Harrisonburg,VA,2007,2584,2653,4310,7109,38.4495688,-78.8689155
Hartford,CT,2007,22458,31441,54503,78924,41.7637111,-72.6850932
Honolulu,HI,2007,16695,19262,36820,48800,21.3069444,-157.8583333
Houston,TX,2007,85146,153811,311739,338510,29.7628844,-95.3830615
Huntington,WV,2007,4626,5158,9928,13775,38.4192496,-82.445154
Indianapolis,IN,2007,30500,48602,85429,134469,39.7683765,-86.1580423
Iowa City,IA,2007,3020,2076,9549,7536,41.677204,-91.5162792
Jackson,MS,2007,9859,12134,18105,34589,32.2987573,-90.1848103
Jackson,TN,2007,2313,2826,4693,6582,35.6145169,-88.8139469
Jacksonville,FL,2007,25120,39424,54049,100610,30.3321838,-81.655651
Jefferson City,MO,2007,3052,2833,4677,6900,38.5767017,-92.1735164
Jonesboro,AR,2007,2328,2915,3518,6670,35.8422967,-90.704279
Kansas City,MO,2007,37744,51413,86651,128576,39.0997265,-94.5785667
Kennewick,WA,2007,4086,4344,7251,9550,46.2112458,-119.1372338
Knoxville,TN,2007,12380,15026,33362,48275,35.9606384,-83.9207392
Lafayette,IN,2007,3212,3972,6109,8810,40.4167022,-86.8752869
Lafayette,LA,2007,6760,7607,17790,18807,30.2240897,-92.0198427
Lake Charles,LA,2007,3515,2635,7003,9930,30.2265949,-93.2173758
Lansing,MI,2007,7845,8858,16197,23159,42.732535,-84.5555347
Laredo,TX,2007,3879,4985,7341,9754,27.506407,-99.5075421
Las Vegas,NV,2007,28140,68951,104851,143426,36.114646,-115.172816
Lawton,OK,2007,1838,1863,3315,4361,34.6086854,-98.3903305
Lexington,KY,2007,9198,12085,20970,30202,38.0317136,-84.4951359
Lima,OH,2007,2229,2173,3601,6865,40.742551,-84.1052256
Longview,TX,2007,4325,4928,8641,10725,32.5007037,-94.7404891
Los Angeles,CA,2007,250509,329652,584168,904615,34.0522342,-118.2436849
Lubbock,TX,2007,5489,6607,10380,15974,33.5778631,-101.8551665
Lynchburg,VA,2007,5042,4853,8717,12906,37.4137536,-79.1422464
Macon,GA,2007,4362,4173,6809,12084,32.8406946,-83.6324022
Madison,WI,2007,11943,13822,30026,33575,43.0730517,-89.4012302
Manchester,NH,2007,8583,8312,17305,25682,42.9956397,-71.4547891
Mankato,MN,2007,2149,2588,4087,6004,44.1635775,-93.9993996
McAllen,TX,2007,7808,13086,19969,25041,26.2034071,-98.2300124
Memphis,TN,2007,18804,32837,73392,93084,35.1495343,-90.0489801
Midland,TX,2007,3570,4524,10338,8181,31.9973456,-102.0779146
Milwaukee,WI,2007,29703,37635,70239,97781,43.0389025,-87.9064736
Missoula,MT,2007,3535,4082,4506,8369,46.872146,-113.9939982
Modesto,CA,2007,7300,8078,14162,23224,37.6390972,-120.9968782
Montgomery,AL,2007,6250,7059,15984,20583,32.3668052,-86.2999689
Myrtle Beach,SC,2007,6653,8325,12771,17428,33.6890603,-78.8866943
Naples,FL,2007,8248,9602,11107,62503,26.1420358,-81.7948103
Nashville,TN,2007,27483,45354,77860,110886,36.1658899,-86.7844432
New Haven,CT,2007,16081,16040,30794,45641,41.3081527,-72.9281577
New Orleans,LA,2007,21769,36665,71299,66658,29.9647222,-90.0705556
New York,NY,2007,413353,440237,783899,1156210,40.7142691,-74.0059729
Oklahoma City,OK,2007,24320,30542,52437,73282,35.4675602,-97.5164276
Omaha,NE,2007,16264,22142,37290,54566,41.254006,-95.999258
Panama City,FL,2007,3643,3556,8308,9733,30.1588129,-85.6602058
Parkersburg,WV,2007,3127,2822,5794,8768,39.2667418,-81.5615135
Pensacola,FL,2007,7274,9070,10164,25426,30.421309,-87.2169149
Philadelphia,PA,2007,107318,144981,260373,366610,39.952335,-75.163789
Phoenix,AZ,2007,62978,125061,235438,297252,33.4483771,-112.0740373
Pine Bluff,AR,2007,1497,1007,1647,4705,34.2284312,-92.0031955
Pittsburgh,PA,2007,43550,50902,99630,137685,40.4406248,-79.9958864
Pocatello,ID,2007,1846,2438,3220,4509,42.8713032,-112.4455344
Portland,OR,2007,46997,51720,97727,130503,45.5234515,-122.6762071
Pueblo,CO,2007,2665,3369,4165,6033,38.2544472,-104.6091409
Rapid City,SD,2007,3386,2460,4066,7422,44.0805434,-103.2310149
Redding,CA,2007,3876,3551,5547,8989,40.5865396,-122.3916754
Reno,NV,2007,9798,13797,22636,33298,39.5296329,-119.8138027
Rochester,NY,2007,17366,20064,36495,57032,43.1547845,-77.6155567
Rockford,IL,2007,6178,6868,13488,17375,42.2711311,-89.0939952
St. Joseph,MO,2007,2493,2468,5140,6076,39.7577778,-94.8363889
St. Louis,MO,2007,52070,65621,126581,174705,38.646991,-90.224967
Salinas,CA,2007,7072,8285,13223,18767,36.6777372,-121.6555013
Salisbury,MD,2007,2509,1529,4221,6217,38.3606736,-75.5993692
Salt Lake City,UT,2007,23980,34975,73159,81951,40.7607793,-111.8910474
San Angelo,TX,2007,2205,2076,3270,4895,31.4637723,-100.4370375
San Antonio,TX,2007,28348,57374,92766,112767,29.4241219,-98.4936282
San Diego,CA,2007,57016,76027,124035,198088,32.7153292,-117.1572551
San Jose,CA,2007,35534,46148,109380,121942,37.3393857,-121.8949555
San Luis Obispo,CA,2007,6546,7344,10063,16575,35.2827524,-120.6596156
Santa Fe,NM,2007,4166,3143,4835,7269,35.6869752,-105.937799
Savannah,GA,2007,6662,10400,14562,21268,32.0835407,-81.0998342
Scranton,PA,2007,10321,9823,20597,30825,41.408969,-75.6624122
Shreveport,LA,2007,6903,6977,15310,20870,32.5251516,-93.7501789
Sioux City,IA,2007,3030,4760,5635,11302,42.4999942,-96.4003069
Sioux Falls,SD,2007,5615,5532,12141,13612,43.5499749,-96.700327
Spokane,WA,2007,9724,9981,20868,23708,47.6587802,-117.4260466
Springfield,IL,2007,4442,4189,6920,10181,39.8403147,-88.9548001
Springfield,MO,2007,8824,9749,16862,26750,37.215326,-93.2982436
Syracuse,NY,2007,11574,11900,23751,33371,43.0481221,-76.1474244
Terre Haute,IN,2007,3020,2998,5498,9123,39.4667034,-87.4139092
Toledo,OH,2007,11489,14141,25308,42378,41.6639383,-83.555212
Topeka,KS,2007,4659,5144,6403,14049,39.0483336,-95.6780371
Tucson,AZ,2007,15472,19511,34725,52696,32.2217429,-110.926479
Tulsa,OK,2007,18392,21069,46291,58134,36.1539816,-95.992775
Utica,NY,2007,4675,3593,8646,14588,43.100903,-75.232664
Victoria,TX,2007,2338,2922,3477,4305,28.8052674,-97.0035982
Visalia,CA,2007,5390,7099,15472,22964,36.3302284,-119.2920585
Wilmington,NC,2007,8112,11450,13795,20632,34.2257255,-77.9447102
York,PA,2007,6730,8247,13497,19078,39.9625984,-76.727745
Youngstown,OH,2007,10356,9588,17946,26284,41.0997803,-80.6495194
Akron,OH,2012,12019,10838,25113,31771,41.0814447,-81.5190053
Albany,GA,2012,2553,2987,4487,5222,31.5785074,-84.155741
Alexandria,LA,2012,2740,1665,4389,5828,31.3112936,-92.4451371
Altoona,PA,2012,2585,1558,4277,5507,40.5186809,-78.3947359
Amarillo,TX,2012,4782,4253,7865,9453,35.2219971,-101.8312969
Ames,IA,2012,1658,1713,2903,3637,42.02335,-93.625622
Anchorage,AK,2012,7601,8115,18269,23638,61.2180556,-149.9002778
Anderson,SC,2012,2873,2151,5689,5754,34.5034394,-82.6501332
Appleton,WI,2012,4610,3443,8569,10962,44.2619309,-88.4153847
Atlanta,GA,2012,88677,129692,218370,280851,33.7489954,-84.3879824
Augusta,GA,2012,7562,8090,15171,21669,33.47,-81.975
Austin,TX,2012,30902,42357,74939,81122,30.267153,-97.7430608
Bakersfield,CA,2012,9337,20606,24144,29772,35.3732921,-119.0187125
Baltimore,MD,2012,46957,51447,104027,125733,39.2903848,-76.6121893
Bangor,ME,2012,3157,1834,5387,6134,44.8011821,-68.7778138
Baton Rouge,LA,2012,13453,14044,33902,37520,30.4507462,-91.154551
Battle Creek,MI,2012,2073,1256,4735,5240,42.3211522,-85.1797142
Bay City,MI,2012,1795,1720,2965,3764,43.5944677,-83.8888647
Bend,OR,2012,4535,2662,4970,6932,44.0581728,-121.3153096
Billings,MT,2012,4704,3336,6970,7996,45.7832856,-108.5006904
Binghamton,NY,2012,3919,2199,8012,7397,42.0986867,-75.9179738
Birmingham,AL,2012,18543,17760,42824,55640,33.5206608,-86.80249
Bloomington,IL,2012,2994,2350,4967,6609,40.4842027,-88.9936873
Bowling Green,KY,2012,2274,3186,4046,4661,36.9903199,-86.4436018
Buffalo,NY,2012,19679,13712,44019,45593,42.8864468,-78.8783689
Canton,OH,2012,6768,5598,13572,15507,40.7989473,-81.378447
Champaign,IL,2012,3823,2517,7031,7778,39.8403147,-88.9548001
Charleston,SC,2012,12033,13575,28404,32899,32.7765656,-79.9309216
Charlotte,NC,2012,30927,41223,102381,95017,35.2270869,-80.8431267
Charlottesville,VA,2012,4531,2800,6460,8615,38.0293059,-78.4766781
Chattanooga,TN,2012,8179,9922,19595,22312,35.0456297,-85.3096801
Chicago,IL,2012,167038,183280,377628,479014,41.850033,-87.6500523
Cincinnati,OH,2012,31464,39002,93256,107714,39.1361111,-84.5030556
Columbia,SC,2012,12233,11479,25021,35688,34.0007104,-81.0348144
Columbus,GA,2012,1115,1246,1509,1937,32.4609764,-84.9877094
Columbus,OH,2012,26871,38013,107490,85818,39.9611755,-82.9987942
Corpus Christi,TX,2012,7070,7818,17416,18200,27.8005828,-97.396381
Dayton,OH,2012,12256,14660,28359,37094,39.7589478,-84.1916069
Decatur,AL,2012,2488,2020,4056,6973,34.6059253,-86.9833417
Denver,CO,2012,52072,59418,112491,134672,39.7391536,-104.9847034
Detroit,MI,2012,69063,72090,178856,198282,42.331427,-83.0457538
Dothan,AL,2012,2816,2479,4235,6102,31.2232313,-85.3904888
Durham,NC,2012,8736,7556,18769,21998,35.9940329,-78.898619
Eau Claire,WI,2012,3354,3413,6554,8466,44.811349,-91.4984941
El Centro,CA,2012,1924,2526,3179,5165,32.792,-115.5630514
Elkhart,IN,2012,3824,4837,12034,9064,41.6819935,-85.9766671
Elmira,NY,2012,1414,1655,2142,4115,42.0897965,-76.8077338
El Paso,TX,2012,9904,11328,22245,29703,31.7587198,-106.4869314
Erie,PA,2012,4761,3942,9401,12567,42.1292241,-80.085059
Eugene,OR,2012,7453,4717,11250,13467,44.0520691,-123.0867536
Evansville,IN,2012,6442,6887,13113,18006,37.9747644,-87.5558482
Fairbanks,AK,2012,1830,911,2501,3829,64.8377778,-147.7163889
Fayetteville,NC,2012,4557,5258,8962,12648,35.0526641,-78.8783585
Florence,AL,2012,2584,1542,4211,6289,34.79981,-87.677251
Gainesville,FL,2012,4670,3183,7187,9292,29.6516344,-82.3248262
Great Falls,MT,2012,1956,1066,2851,3704,47.5002354,-111.3008083
Gulfport,MS,2012,3856,3570,7973,12091,30.3674198,-89.0928155
Hagerstown,MD,2012,3926,3062,8264,7339,39.6417629,-77.7199932
Harrisonburg,VA,2012,2464,1483,4571,4460,38.4495688,-78.8689155
Hartford,CT,2012,21289,19509,60420,56630,41.7637111,-72.6850932
Honolulu,HI,2012,15688,12946,31139,34328,21.3069444,-157.8583333
Houston,TX,2012,88701,148843,274418,280194,29.7628844,-95.3830615
Huntington,WV,2012,4189,2542,7518,9687,38.4192496,-82.445154
Indianapolis,IN,2012,29043,46924,84978,93929,39.7683765,-86.1580423
Iowa City,IA,2012,3070,2237,4489,7484,41.677204,-91.5162792
Jackson,MS,2012,9481,8365,20019,22568,32.2987573,-90.1848103
Jackson,TN,2012,2260,3149,4395,6325,35.6145169,-88.8139469
Jacksonville,FL,2012,23615,27598,56664,70227,30.3321838,-81.655651
Jefferson City,MO,2012,2872,1570,3812,5162,38.5767017,-92.1735164
Jonesboro,AR,2012,2246,1954,3863,4754,35.8422967,-90.704279
Kansas City,MO,2012,35485,42282,80258,99335,39.0997265,-94.5785667
Kennewick,WA,2012,4253,4296,6990,10597,46.2112458,-119.1372338
Knoxville,TN,2012,11441,10329,32797,34339,35.9606384,-83.9207392
Lafayette,IN,2012,3116,2611,7909,6593,40.4167022,-86.8752869
Lafayette,LA,2012,7003,7215,15111,18071,30.2240897,-92.0198427
Lake Charles,LA,2012,3372,1961,6550,8056,30.2265949,-93.2173758
Lansing,MI,2012,7238,6505,13005,18093,42.732535,-84.5555347
Laredo,TX,2012,3976,4018,8129,8454,27.506407,-99.5075421
Las Vegas,NV,2012,27110,40579,72459,94277,36.114646,-115.172816
Lawton,OK,2012,1784,1281,3175,3803,34.6086854,-98.3903305
Lexington,KY,2012,8868,8240,22415,21055,38.0317136,-84.4951359
Lima,OH,2012,2039,2084,3652,5173,40.742551,-84.1052256
Longview,TX,2012,4355,4293,9330,9996,32.5007037,-94.7404891
Los Angeles,CA,2012,243398,265754,529421,667553,34.0522342,-118.2436849
