msa,fipstate,fipscty,name_county,micro-metro,state1,city,city2,city3,city4,city5,city6,city7
24260,31,121,"Merrick County, Nebraska",Micropolitan,NE,Grand Island,,,,,,
24300,8,77,"Mesa County, Colorado",Metropolitan,CO,Grand Junction,,,,,,
24340,26,15,"Barry County, Michigan",Metropolitan,MI,Grand Rapids,Wyoming,,,,,
24340,26,67,"Ionia County, Michigan",Metropolitan,MI,Grand Rapids,Wyoming,,,,,
24340,26,81,"Kent County, Michigan",Metropolitan,MI,Grand Rapids,Wyoming,,,,,
24340,26,123,"Newaygo County, Michigan",Metropolitan,MI,Grand Rapids,Wyoming,,,,,
24380,35,6,"Cibola County, New Mexico",Micropolitan,NM,Grants,,,,,,
24420,41,33,"Josephine County, Oregon",Micropolitan,OR,Grants Pass,,,,,,
24460,20,9,"Barton County, Kansas",Micropolitan,KS,Great Bend,,,,,,
24500,30,13,"Cascade County, Montana",Metropolitan,MT,Great Falls,,,,,,
24540,8,123,"Weld County, Colorado",Metropolitan,CO,Greeley,,,,,,
24580,55,9,"Brown County, Wisconsin",Metropolitan,WI,Green Bay,,,,,,
24580,55,61,"Kewaunee County, Wisconsin",Metropolitan,WI,Green Bay,,,,,,
24580,55,83,"Oconto County, Wisconsin",Metropolitan,WI,Green Bay,,,,,,
24620,47,59,"Greene County, Tennessee",Micropolitan,TN,Greeneville,,,,,,
24660,37,81,"Guilford County, North Carolina",Metropolitan,NC,Greensboro,High Point,,,,,
24660,37,151,"Randolph County, North Carolina",Metropolitan,NC,Greensboro,High Point,,,,,
24660,37,157,"Rockingham County, North Carolina",Metropolitan,NC,Greensboro,High Point,,,,,
24700,18,31,"Decatur County, Indiana",Micropolitan,IN,Greensburg,,,,,,
24740,28,151,"Washington County, Mississippi",Micropolitan,MS,Greenville,,,,,,
24780,37,79,"Greene County, North Carolina",Metropolitan,NC,Greenville,,,,,,
24780,37,147,"Pitt County, North Carolina",Metropolitan,NC,Greenville,,,,,,
24820,39,37,"Darke County, Ohio",Micropolitan,OH,Greenville,,,,,,
24860,45,45,"Greenville County, South Carolina",Metropolitan,SC,Greenville,Mauldin,Easley,,,,
24860,45,59,"Laurens County, South Carolina",Metropolitan,SC,Greenville,Mauldin,Easley,,,,
24860,45,77,"Pickens County, South Carolina",Metropolitan,SC,Greenville,Mauldin,Easley,,,,
24900,28,15,"Carroll County, Mississippi",Micropolitan,MS,Greenwood,,,,,,
24900,28,83,"Leflore County, Mississippi",Micropolitan,MS,Greenwood,,,,,,
24940,45,47,"Greenwood County, South Carolina",Micropolitan,SC,Greenwood,,,,,,
24980,28,43,"Grenada County, Mississippi",Micropolitan,MS,Grenada,,,,,,
25060,28,45,"Hancock County, Mississippi",Metropolitan,MS,Gulfport,Biloxi,,,,,
25060,28,47,"Harrison County, Mississippi",Metropolitan,MS,Gulfport,Biloxi,,,,,
25060,28,131,"Stone County, Mississippi",Metropolitan,MS,Gulfport,Biloxi,,,,,
25100,40,139,"Texas County, Oklahoma",Micropolitan,OK,Guymon,,,,,,
25180,24,43,"Washington County, Maryland",Metropolitan,MD,Hagerstown,Martinsburg,,,,,
25180,54,3,"Berkeley County, West Virginia",Metropolitan,MD,Hagerstown,Martinsburg,,,,,
25180,54,65,"Morgan County, West Virginia",Metropolitan,MD,Hagerstown,Martinsburg,,,,,
25220,22,105,"Tangipahoa Parish, Louisiana",Micropolitan,LA,Hammond,,,,,,
25260,6,31,"Kings County, California",Metropolitan,CA,Hanford,Corcoran,,,,,
25300,29,127,"Marion County, Missouri",Micropolitan,MO,Hannibal,,,,,,
25300,29,173,"Ralls County, Missouri",Micropolitan,MO,Hannibal,,,,,,
25340,47,145,"Roane County, Tennessee",Micropolitan,TN,Harriman,,,,,,
25380,17,165,"Saline County, Illinois",Micropolitan,IL,Harrisburg,,,,,,
25420,42,41,"Cumberland County, Pennsylvania",Metropolitan,PA,Harrisburg,Carlisle,,,,,
25420,42,43,"Dauphin County, Pennsylvania",Metropolitan,PA,Harrisburg,Carlisle,,,,,
25420,42,99,"Perry County, Pennsylvania",Metropolitan,PA,Harrisburg,Carlisle,,,,,
25460,5,9,"Boone County, Arkansas",Micropolitan,AR,Harrison,,,,,,
25460,5,101,"Newton County, Arkansas",Micropolitan,AR,Harrison,,,,,,
25500,51,165,"Rockingham County, Virginia",Metropolitan,VA,Harrisonburg,,,,,,
25500,51,660,"Harrisonburg city, Virginia",Metropolitan,VA,Harrisonburg,,,,,,
25540,9,3,"Hartford County, Connecticut",Metropolitan,CT,Hartford,West Hartford,East Hartford,,,,
25540,9,7,"Middlesex County, Connecticut",Metropolitan,CT,Hartford,West Hartford,East Hartford,,,,
25540,9,13,"Tolland County, Connecticut",Metropolitan,CT,Hartford,West Hartford,East Hartford,,,,
25580,31,1,"Adams County, Nebraska",Micropolitan,NE,Hastings,,,,,,
25580,31,35,"Clay County, Nebraska",Micropolitan,NE,Hastings,,,,,,
25620,28,35,"Forrest County, Mississippi",Metropolitan,MS,Hattiesburg,,,,,,
25620,28,73,"Lamar County, Mississippi",Metropolitan,MS,Hattiesburg,,,,,,
25620,28,111,"Perry County, Mississippi",Metropolitan,MS,Hattiesburg,,,,,,
25660,30,41,"Hill County, Montana",Micropolitan,MT,Havre,,,,,,
25700,20,51,"Ellis County, Kansas",Micropolitan,KS,Hays,,,,,,
25720,49,51,"Wasatch County, Utah",Micropolitan,UT,Heber,,,,,,
25740,30,43,"Jefferson County, Montana",Micropolitan,MT,Helena,,,,,,
25740,30,49,"Lewis and Clark County, Montana",Micropolitan,MT,Helena,,,,,,
25780,37,181,"Vance County, North Carolina",Micropolitan,NC,Henderson,,,,,,
25820,48,117,"Deaf Smith County, Texas",Micropolitan,TX,Hereford,,,,,,
25860,37,3,"Alexander County, North Carolina",Metropolitan,NC,Hickory,Lenoir,Morganton,,,,
25860,37,23,"Burke County, North Carolina",Metropolitan,NC,Hickory,Lenoir,Morganton,,,,
25860,37,27,"Caldwell County, North Carolina",Metropolitan,NC,Hickory,Lenoir,Morganton,,,,
25860,37,35,"Catawba County, North Carolina",Metropolitan,NC,Hickory,Lenoir,Morganton,,,,
25900,15,1,"Hawaii County, Hawaii",Micropolitan,HI,Hilo,,,,,,
25940,45,13,"Beaufort County, South Carolina",Micropolitan,SC,Hilton Head Island,Beaufort,,,,,
25940,45,53,"Jasper County, South Carolina",Micropolitan,SC,Hilton Head Island,Beaufort,,,,,
25980,13,179,"Liberty County, Georgia",Metropolitan,GA,Hinesville,Fort Stewart,,,,,
25980,13,183,"Long County, Georgia",Metropolitan,GA,Hinesville,Fort Stewart,,,,,
26020,35,25,"Lea County, New Mexico",Micropolitan,NM,Hobbs,,,,,,
26100,26,139,"Ottawa County, Michigan",Metropolitan,MI,Holland,Grand Haven,,,,,
26140,12,17,"Citrus County, Florida",Micropolitan,FL,Homosassa Springs,,,,,,
26180,15,3,"Honolulu County, Hawaii",Metropolitan,HI,Honolulu,,,,,,
26220,41,27,"Hood River County, Oregon",Micropolitan,OR,Hood River,,,,,,
26260,5,57,"Hempstead County, Arkansas",Micropolitan,AR,Hope,,,,,,
26260,5,99,"Nevada County, Arkansas",Micropolitan,AR,Hope,,,,,,
26300,5,51,"Garland County, Arkansas",Metropolitan,AR,Hot Springs,,,,,,
26340,26,61,"Houghton County, Michigan",Micropolitan,MI,Houghton,,,,,,
26340,26,83,"Keweenaw County, Michigan",Micropolitan,MI,Houghton,,,,,,
26380,22,57,"Lafourche Parish, Louisiana",Metropolitan,LA,Houma,Bayou Cane,Thibodaux,,,,
26380,22,109,"Terrebonne Parish, Louisiana",Metropolitan,LA,Houma,Bayou Cane,Thibodaux,,,,
26420,48,15,"Austin County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,39,"Brazoria County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,71,"Chambers County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,157,"Fort Bend County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,167,"Galveston County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,201,"Harris County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,291,"Liberty County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,339,"Montgomery County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,407,"San Jacinto County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26420,48,473,"Waller County, Texas",Metropolitan,TX,Houston,Sugar Land,Baytown,,,,
26460,36,21,"Columbia County, New York",Micropolitan,NY,Hudson,,,,,,
26480,47,53,"Gibson County, Tennessee",Micropolitan,TN,Humboldt,,,,,,
26500,42,61,"Huntingdon County, Pennsylvania",Micropolitan,PA,Huntingdon,,,,,,
26540,18,69,"Huntington County, Indiana",Micropolitan,IN,Huntington,,,,,,
26580,21,19,"Boyd County, Kentucky",Metropolitan,WV,Huntington,Ashland,,,,,
26580,21,89,"Greenup County, Kentucky",Metropolitan,WV,Huntington,Ashland,,,,,
26580,39,87,"Lawrence County, Ohio",Metropolitan,WV,Huntington,Ashland,,,,,
26580,54,11,"Cabell County, West Virginia",Metropolitan,WV,Huntington,Ashland,,,,,
26580,54,99,"Wayne County, West Virginia",Metropolitan,WV,Huntington,Ashland,,,,,
26620,1,83,"Limestone County, Alabama",Metropolitan,AL,Huntsville,,,,,,
26620,1,89,"Madison County, Alabama",Metropolitan,AL,Huntsville,,,,,,
26660,48,471,"Walker County, Texas",Micropolitan,TX,Huntsville,,,,,,
26700,46,5,"Beadle County, South Dakota",Micropolitan,SD,Huron,,,,,,
26740,20,155,"Reno County, Kansas",Micropolitan,KS,Hutchinson,,,,,,
26780,27,85,"McLeod County, Minnesota",Micropolitan,MN,Hutchinson,,,,,,
26820,16,19,"Bonneville County, Idaho",Metropolitan,ID,Idaho Falls,,,,,,
26820,16,51,"Jefferson County, Idaho",Metropolitan,ID,Idaho Falls,,,,,,
26860,42,63,"Indiana County, Pennsylvania",Micropolitan,PA,Indiana,,,,,,
26900,18,11,"Boone County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,13,"Brown County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,57,"Hamilton County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,59,"Hancock County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,63,"Hendricks County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,81,"Johnson County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,97,"Marion County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,109,"Morgan County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,133,"Putnam County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26900,18,145,"Shelby County, Indiana",Metropolitan,IN,Indianapolis,Carmel,,,,,
26940,28,133,"Sunflower County, Mississippi",Micropolitan,MS,Indianola,,,,,,
26980,19,103,"Johnson County, Iowa",Metropolitan,IA,Iowa City,,,,,,
26980,19,183,"Washington County, Iowa",Metropolitan,IA,Iowa City,,,,,,
27020,26,43,"Dickinson County, Michigan",Micropolitan,MI,Iron Mountain,,,,,,
27020,55,37,"Florence County, Wisconsin",Micropolitan,MI,Iron Mountain,,,,,,
27060,36,109,"Tompkins County, New York",Metropolitan,NY,Ithaca,,,,,,
27100,26,75,"Jackson County, Michigan",Metropolitan,MI,Jackson,,,,,,
27140,28,29,"Copiah County, Mississippi",Metropolitan,MS,Jackson,,,,,,
27140,28,49,"Hinds County, Mississippi",Metropolitan,MS,Jackson,,,,,,
27140,28,89,"Madison County, Mississippi",Metropolitan,MS,Jackson,,,,,,
27140,28,121,"Rankin County, Mississippi",Metropolitan,MS,Jackson,,,,,,
27140,28,127,"Simpson County, Mississippi",Metropolitan,MS,Jackson,,,,,,
27180,47,23,"Chester County, Tennessee",Metropolitan,TN,Jackson,,,,,,
27180,47,113,"Madison County, Tennessee",Metropolitan,TN,Jackson,,,,,,
27220,16,81,"Teton County, Idaho",Micropolitan,WY,Jackson,,,,,,
27220,56,39,"Teton County, Wyoming",Micropolitan,WY,Jackson,,,,,,
27260,12,3,"Baker County, Florida",Metropolitan,FL,Jacksonville,,,,,,
27260,12,19,"Clay County, Florida",Metropolitan,FL,Jacksonville,,,,,,
27260,12,31,"Duval County, Florida",Metropolitan,FL,Jacksonville,,,,,,
27260,12,89,"Nassau County, Florida",Metropolitan,FL,Jacksonville,,,,,,
27260,12,109,"St. Johns County, Florida",Metropolitan,FL,Jacksonville,,,,,,
27300,17,137,"Morgan County, Illinois",Micropolitan,IL,Jacksonville,,,,,,
27300,17,171,"Scott County, Illinois",Micropolitan,IL,Jacksonville,,,,,,
27340,37,133,"Onslow County, North Carolina",Metropolitan,NC,Jacksonville,,,,,,
27380,48,73,"Cherokee County, Texas",Micropolitan,TX,Jacksonville,,,,,,
27420,38,93,"Stutsman County, North Dakota",Micropolitan,ND,Jamestown,,,,,,
27460,36,13,"Chautauqua County, New York",Micropolitan,NY,Jamestown,Dunkirk,Fredonia,,,,
27500,55,105,"Rock County, Wisconsin",Metropolitan,WI,Janesville,,,,,,
27540,18,37,"Dubois County, Indiana",Micropolitan,IN,Jasper,,,,,,
27540,18,125,"Pike County, Indiana",Micropolitan,IN,Jasper,,,,,,
27620,29,27,"Callaway County, Missouri",Metropolitan,MO,Jefferson City,,,,,,
27620,29,51,"Cole County, Missouri",Metropolitan,MO,Jefferson City,,,,,,
27620,29,135,"Moniteau County, Missouri",Metropolitan,MO,Jefferson City,,,,,,
27620,29,151,"Osage County, Missouri",Metropolitan,MO,Jefferson City,,,,,,
27660,22,53,"Jefferson Davis Parish, Louisiana",Micropolitan,LA,Jennings,,,,,,
27700,13,305,"Wayne County, Georgia",Micropolitan,GA,Jesup,,,,,,
27740,47,19,"Carter County, Tennessee",Metropolitan,TN,Johnson City,,,,,,
27740,47,171,"Unicoi County, Tennessee",Metropolitan,TN,Johnson City,,,,,,
27740,47,179,"Washington County, Tennessee",Metropolitan,TN,Johnson City,,,,,,
27780,42,21,"Cambria County, Pennsylvania",Metropolitan,PA,Johnstown,,,,,,
27860,5,31,"Craighead County, Arkansas",Metropolitan,AR,Jonesboro,,,,,,
27860,5,111,"Poinsett County, Arkansas",Metropolitan,AR,Jonesboro,,,,,,
27900,29,97,"Jasper County, Missouri",Metropolitan,MO,Joplin,,,,,,
27900,29,145,"Newton County, Missouri",Metropolitan,MO,Joplin,,,,,,
27940,2,110,"Juneau City and Borough, Alaska",Micropolitan,AK,Juneau,,,,,,
27980,15,9,"Maui County, Hawaii",Micropolitan,HI,Kahului,Wailuku,,,,,
28020,26,77,"Kalamazoo County, Michigan",Metropolitan,MI,Kalamazoo,Portage,,,,,
28020,26,159,"Van Buren County, Michigan",Metropolitan,MI,Kalamazoo,Portage,,,,,
28060,30,29,"Flathead County, Montana",Micropolitan,MT,Kalispell,,,,,,
28100,17,91,"Kankakee County, Illinois",Metropolitan,IL,Kankakee,Bradley,,,,,
28140,20,59,"Franklin County, Kansas",Metropolitan,MO,Kansas City,,,,,,
28140,20,91,"Johnson County, Kansas",Metropolitan,MO,Kansas City,,,,,,
28140,20,103,"Leavenworth County, Kansas",Metropolitan,MO,Kansas City,,,,,,
28140,20,107,"Linn County, Kansas",Metropolitan,MO,Kansas City,,,,,,
28140,20,121,"Miami County, Kansas",Metropolitan,MO,Kansas City,,,,,,
28140,20,209,"Wyandotte County, Kansas",Metropolitan,MO,Kansas City,,,,,,
28140,29,13,"Bates County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,25,"Caldwell County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,37,"Cass County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,47,"Clay County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,49,"Clinton County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,95,"Jackson County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,107,"Lafayette County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,165,"Platte County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28140,29,177,"Ray County, Missouri",Metropolitan,MO,Kansas City,,,,,,
28180,15,7,"Kauai County, Hawaii",Micropolitan,HI,Kapaa,,,,,,
28260,31,19,"Buffalo County, Nebraska",Micropolitan,NE,Kearney,,,,,,
28260,31,99,"Kearney County, Nebraska",Micropolitan,NE,Kearney,,,,,,
28300,33,5,"Cheshire County, New Hampshire",Micropolitan,NH,Keene,,,,,,
28340,18,113,"Noble County, Indiana",Micropolitan,IN,Kendallville,,,,,,
28380,29,69,"Dunklin County, Missouri",Micropolitan,MO,Kennett,,,,,,
28420,53,5,"Benton County, Washington",Metropolitan,WA,Kennewick,Richland,Pasco,,,,
28420,53,21,"Franklin County, Washington",Metropolitan,WA,Kennewick,Richland,Pasco,,,,
28500,48,265,"Kerr County, Texas",Micropolitan,TX,Kerrville,,,,,,
28540,2,130,"Ketchikan Gateway Borough, Alaska",Micropolitan,AK,Ketchikan,,,,,,
28580,12,87,"Monroe County, Florida",Micropolitan,FL,Key West,,,,,,
28620,37,55,"Dare County, North Carolina",Micropolitan,NC,Kill Devil Hills,,,,,,
28660,48,27,"Bell County, Texas",Metropolitan,TX,Killeen,Temple,Fort Hood,,,,
28660,48,99,"Coryell County, Texas",Metropolitan,TX,Killeen,Temple,Fort Hood,,,,
28660,48,281,"Lampasas County, Texas",Metropolitan,TX,Killeen,Temple,Fort Hood,,,,
28700,47,73,"Hawkins County, Tennessee",Metropolitan,TN,Kingsport,Bristol,Bristol,,,,
28700,47,163,"Sullivan County, Tennessee",Metropolitan,TN,Kingsport,Bristol,Bristol,,,,
28700,51,169,"Scott County, Virginia",Metropolitan,TN,Kingsport,Bristol,Bristol,,,,
28700,51,191,"Washington County, Virginia",Metropolitan,TN,Kingsport,Bristol,Bristol,,,,
28700,51,520,"Bristol city, Virginia",Metropolitan,TN,Kingsport,Bristol,Bristol,,,,
28740,36,111,"Ulster County, New York",Metropolitan,NY,Kingston,,,,,,
28780,48,261,"Kenedy County, Texas",Micropolitan,TX,Kingsville,,,,,,
28780,48,273,"Kleberg County, Texas",Micropolitan,TX,Kingsville,,,,,,
28820,37,107,"Lenoir County, North Carolina",Micropolitan,NC,Kinston,,,,,,
28860,29,1,"Adair County, Missouri",Micropolitan,MO,Kirksville,,,,,,
28860,29,197,"Schuyler County, Missouri",Micropolitan,MO,Kirksville,,,,,,
28900,41,35,"Klamath County, Oregon",Micropolitan,OR,Klamath Falls,,,,,,
28940,47,1,"Anderson County, Tennessee",Metropolitan,TN,Knoxville,,,,,,
28940,47,9,"Blount County, Tennessee",Metropolitan,TN,Knoxville,,,,,,
28940,47,93,"Knox County, Tennessee",Metropolitan,TN,Knoxville,,,,,,
28940,47,105,"Loudon County, Tennessee",Metropolitan,TN,Knoxville,,,,,,
28940,47,173,"Union County, Tennessee",Metropolitan,TN,Knoxville,,,,,,
28980,2,150,"Kodiak Island Borough, Alaska",Micropolitan,AK,Kodiak,,,,,,
29020,18,67,"Howard County, Indiana",Metropolitan,IN,Kokomo,,,,,,
29020,18,159,"Tipton County, Indiana",Metropolitan,IN,Kokomo,,,,,,
29060,33,1,"Belknap County, New Hampshire",Micropolitan,NH,Laconia,,,,,,
29100,27,55,"Houston County, Minnesota",Metropolitan,WI,La Crosse,,,,,,
29100,55,63,"La Crosse County, Wisconsin",Metropolitan,WI,La Crosse,,,,,,
29140,18,7,"Benton County, Indiana",Metropolitan,IN,Lafayette,,,,,,
29140,18,15,"Carroll County, Indiana",Metropolitan,IN,Lafayette,,,,,,
29140,18,157,"Tippecanoe County, Indiana",Metropolitan,IN,Lafayette,,,,,,
29180,22,55,"Lafayette Parish, Louisiana",Metropolitan,LA,Lafayette,,,,,,
29180,22,99,"St. Martin Parish, Louisiana",Metropolitan,LA,Lafayette,,,,,,
29220,47,13,"Campbell County, Tennessee",Micropolitan,TN,La Follette,,,,,,
29260,41,61,"Union County, Oregon",Micropolitan,OR,La Grande,,,,,,
29300,13,285,"Troup County, Georgia",Micropolitan,GA,LaGrange,,,,,,
29340,22,19,"Calcasieu Parish, Louisiana",Metropolitan,LA,Lake Charles,,,,,,
29340,22,23,"Cameron Parish, Louisiana",Metropolitan,LA,Lake Charles,,,,,,
29380,12,23,"Columbia County, Florida",Micropolitan,FL,Lake City,,,,,,
29420,4,15,"Mohave County, Arizona",Metropolitan,AZ,Lake Havasu City,Kingman,,,,,
29460,12,105,"Polk County, Florida",Metropolitan,FL,Lakeland,,,,,,
29500,48,115,"Dawson County, Texas",Micropolitan,TX,Lamesa,,,,,,
29540,42,71,"Lancaster County, Pennsylvania",Metropolitan,PA,Lancaster,,,,,,
29580,45,57,"Lancaster County, South Carolina",Micropolitan,SC,Lancaster,,,,,,
29620,26,37,"Clinton County, Michigan",Metropolitan,MI,Lansing,East Lansing,,,,,
29620,26,45,"Eaton County, Michigan",Metropolitan,MI,Lansing,East Lansing,,,,,
29620,26,65,"Ingham County, Michigan",Metropolitan,MI,Lansing,East Lansing,,,,,
29660,56,1,"Albany County, Wyoming",Micropolitan,WY,Laramie,,,,,,
29700,48,479,"Webb County, Texas",Metropolitan,TX,Laredo,,,,,,
29740,35,13,"Dona Ana County, New Mexico",Metropolitan,NM,Las Cruces,,,,,,
29780,35,47,"San Miguel County, New Mexico",Micropolitan,NM,Las Vegas,,,,,,
29820,32,3,"Clark County, Nevada",Metropolitan,NV,Las Vegas,Paradise,,,,,
29860,28,61,"Jasper County, Mississippi",Micropolitan,MS,Laurel,,,,,,
29860,28,67,"Jones County, Mississippi",Micropolitan,MS,Laurel,,,,,,
29900,37,165,"Scotland County, North Carolina",Micropolitan,NC,Laurinburg,,,,,,
29940,20,45,"Douglas County, Kansas",Metropolitan,KS,Lawrence,,,,,,
29980,47,99,"Lawrence County, Tennessee",Micropolitan,TN,Lawrenceburg,,,,,,
30020,40,31,"Comanche County, Oklahoma",Metropolitan,OK,Lawton,,,,,,
30060,29,105,"Laclede County, Missouri",Micropolitan,MO,Lebanon,,,,,,
30100,33,9,"Grafton County, New Hampshire",Micropolitan,NH,Lebanon,,,,,,
30100,50,17,"Orange County, Vermont",Micropolitan,NH,Lebanon,,,,,,
30100,50,27,"Windsor County, Vermont",Micropolitan,NH,Lebanon,,,,,,
30140,42,75,"Lebanon County, Pennsylvania",Metropolitan,PA,Lebanon,,,,,,
30220,48,219,"Hockley County, Texas",Micropolitan,TX,Levelland,,,,,,
30260,42,119,"Union County, Pennsylvania",Micropolitan,PA,Lewisburg,,,,,,
30280,47,117,"Marshall County, Tennessee",Micropolitan,TN,Lewisburg,,,,,,
30300,16,69,"Nez Perce County, Idaho",Metropolitan,ID,Lewiston,,,,,,
30300,53,3,"Asotin County, Washington",Metropolitan,ID,Lewiston,,,,,,
30340,23,1,"Androscoggin County, Maine",Metropolitan,ME,Lewiston,Auburn,,,,,
30380,42,87,"Mifflin County, Pennsylvania",Micropolitan,PA,Lewistown,,,,,,
30420,31,47,"Dawson County, Nebraska",Micropolitan,NE,Lexington,,,,,,
30420,31,73,"Gosper County, Nebraska",Micropolitan,NE,Lexington,,,,,,
30460,21,17,"Bourbon County, Kentucky",Metropolitan,KY,Lexington,Fayette,,,,,
30460,21,49,"Clark County, Kentucky",Metropolitan,KY,Lexington,Fayette,,,,,
30460,21,67,"Fayette County, Kentucky",Metropolitan,KY,Lexington,Fayette,,,,,
30460,21,113,"Jessamine County, Kentucky",Metropolitan,KY,Lexington,Fayette,,,,,
30460,21,209,"Scott County, Kentucky",Metropolitan,KY,Lexington,Fayette,,,,,
30460,21,239,"Woodford County, Kentucky",Metropolitan,KY,Lexington,Fayette,,,,,
30500,24,37,"St. Mary's County, Maryland",Micropolitan,MD,Lexington Park,,,,,,
30580,20,175,"Seward County, Kansas",Micropolitan,KS,Liberal,,,,,,
30620,39,3,"Allen County, Ohio",Metropolitan,OH,Lima,,,,,,
30660,17,107,"Logan County, Illinois",Micropolitan,IL,Lincoln,,,,,,
30700,31,109,"Lancaster County, Nebraska",Metropolitan,NE,Lincoln,,,,,,
30700,31,159,"Seward County, Nebraska",Metropolitan,NE,Lincoln,,,,,,
30740,37,109,"Lincoln County, North Carolina",Micropolitan,NC,Lincolnton,,,,,,
30780,5,45,"Faulkner County, Arkansas",Metropolitan,AR,Little Rock,North Little Rock,Conway,,,,
30780,5,53,"Grant County, Arkansas",Metropolitan,AR,Little Rock,North Little Rock,Conway,,,,
30780,5,85,"Lonoke County, Arkansas",Metropolitan,AR,Little Rock,North Little Rock,Conway,,,,
30780,5,105,"Perry County, Arkansas",Metropolitan,AR,Little Rock,North Little Rock,Conway,,,,
30780,5,119,"Pulaski County, Arkansas",Metropolitan,AR,Little Rock,North Little Rock,Conway,,,,
30780,5,125,"Saline County, Arkansas",Metropolitan,AR,Little Rock,North Little Rock,Conway,,,,
30820,42,35,"Clinton County, Pennsylvania",Micropolitan,PA,Lock Haven,,,,,,
30860,16,41,"Franklin County, Idaho",Metropolitan,UT,Logan,,,,,,
30860,49,5,"Cache County, Utah",Metropolitan,UT,Logan,,,,,,
30900,18,17,"Cass County, Indiana",Micropolitan,IN,Logansport,,,,,,
30940,21,125,"Laurel County, Kentucky",Micropolitan,KY,London,,,,,,
30980,48,183,"Gregg County, Texas",Metropolitan,TX,Longview,,,,,,
30980,48,401,"Rusk County, Texas",Metropolitan,TX,Longview,,,,,,
30980,48,459,"Upshur County, Texas",Metropolitan,TX,Longview,,,,,,
31020,53,15,"Cowlitz County, Washington",Metropolitan,WA,Longview,,,,,,
31060,35,28,"Los Alamos County, New Mexico",Micropolitan,NM,Los Alamos,,,,,,
31100,6,37,"Los Angeles County, California",Metropolitan,CA,Los Angeles,Long Beach,Santa Ana,,,,
31100,6,59,"Orange County, California",Metropolitan,CA,Los Angeles,Long Beach,Santa Ana,,,,
31140,18,19,"Clark County, Indiana",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,18,43,"Floyd County, Indiana",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,18,61,"Harrison County, Indiana",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,18,175,"Washington County, Indiana",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,29,"Bullitt County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,103,"Henry County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,111,"Jefferson County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,163,"Meade County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,179,"Nelson County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,185,"Oldham County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,211,"Shelby County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,215,"Spencer County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31140,21,223,"Trimble County, Kentucky",Metropolitan,KY,Louisville/Jefferson County,,,,,,
31180,48,107,"Crosby County, Texas",Metropolitan,TX,Lubbock,,,,,,
31180,48,303,"Lubbock County, Texas",Metropolitan,TX,Lubbock,,,,,,
31260,48,5,"Angelina County, Texas",Micropolitan,TX,Lufkin,,,,,,
31300,37,155,"Robeson County, North Carolina",Micropolitan,NC,Lumberton,,,,,,
31340,51,9,"Amherst County, Virginia",Metropolitan,VA,Lynchburg,,,,,,
