msa,fipstate,fipscty,name_county,micro-metro,state1,city,city2,city3,city4,city5,city6,city7
37980,42,29,"Chester County, Pennsylvania",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,42,45,"Delaware County, Pennsylvania",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,42,91,"Montgomery County, Pennsylvania",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
37980,42,101,"Philadelphia County, Pennsylvania",Metropolitan,PA,Philadelphia,Camden,Wilmington,,,,
38020,6,109,"Tuolumne County, California",Micropolitan,CA,Phoenix Lake,Cedar Ridge,,,,,
38060,4,13,"Maricopa County, Arizona",Metropolitan,AZ,Phoenix,Mesa,Scottsdale,,,,
38060,4,21,"Pinal County, Arizona",Metropolitan,AZ,Phoenix,Mesa,Scottsdale,,,,
38100,28,109,"Pearl River County, Mississippi",Micropolitan,MS,Picayune,,,,,,
38180,46,65,"Hughes County, South Dakota",Micropolitan,SD,Pierre,,,,,,
38180,46,117,"Stanley County, South Dakota",Micropolitan,SD,Pierre,,,,,,
38200,22,7,"Assumption Parish, Louisiana",Micropolitan,LA,Pierre Part,,,,,,
38220,5,25,"Cleveland County, Arkansas",Metropolitan,AR,Pine Bluff,,,,,,
38220,5,69,"Jefferson County, Arkansas",Metropolitan,AR,Pine Bluff,,,,,,
38220,5,79,"Lincoln County, Arkansas",Metropolitan,AR,Pine Bluff,,,,,,
38260,20,37,"Crawford County, Kansas",Micropolitan,KS,Pittsburg,,,,,,
38300,42,3,"Allegheny County, Pennsylvania",Metropolitan,PA,Pittsburgh,,,,,,
38300,42,5,"Armstrong County, Pennsylvania",Metropolitan,PA,Pittsburgh,,,,,,
38300,42,7,"Beaver County, Pennsylvania",Metropolitan,PA,Pittsburgh,,,,,,
38300,42,19,"Butler County, Pennsylvania",Metropolitan,PA,Pittsburgh,,,,,,
38300,42,51,"Fayette County, Pennsylvania",Metropolitan,PA,Pittsburgh,,,,,,
38300,42,125,"Washington County, Pennsylvania",Metropolitan,PA,Pittsburgh,,,,,,
38300,42,129,"Westmoreland County, Pennsylvania",Metropolitan,PA,Pittsburgh,,,,,,
38340,25,3,"Berkshire County, Massachusetts",Metropolitan,MA,Pittsfield,,,,,,
38380,48,189,"Hale County, Texas",Micropolitan,TX,Plainview,,,,,,
38420,55,43,"Grant County, Wisconsin",Micropolitan,WI,Platteville,,,,,,
38460,36,19,"Clinton County, New York",Micropolitan,NY,Plattsburgh,,,,,,
38500,18,99,"Marshall County, Indiana",Micropolitan,IN,Plymouth,,,,,,
38540,16,5,"Bannock County, Idaho",Metropolitan,ID,Pocatello,,,,,,
38540,16,77,"Power County, Idaho",Metropolitan,ID,Pocatello,,,,,,
38580,39,53,"Gallia County, Ohio",Micropolitan,WV,Point Pleasant,,,,,,
38580,54,53,"Mason County, West Virginia",Micropolitan,WV,Point Pleasant,,,,,,
38620,40,71,"Kay County, Oklahoma",Micropolitan,OK,Ponca City,,,,,,
38700,17,105,"Livingston County, Illinois",Micropolitan,IL,Pontiac,,,,,,
38740,29,23,"Butler County, Missouri",Micropolitan,MO,Poplar Bluff,,,,,,
38780,35,41,"Roosevelt County, New Mexico",Micropolitan,NM,Portales,,,,,,
38820,53,9,"Clallam County, Washington",Micropolitan,WA,Port Angeles,,,,,,
38860,23,5,"Cumberland County, Maine",Metropolitan,ME,Portland,South Portland,Biddeford,,,,
38860,23,23,"Sagadahoc County, Maine",Metropolitan,ME,Portland,South Portland,Biddeford,,,,
38860,23,31,"York County, Maine",Metropolitan,ME,Portland,South Portland,Biddeford,,,,
38900,41,5,"Clackamas County, Oregon",Metropolitan,OR,Portland,Vancouver,Beaverton,,,,
38900,41,9,"Columbia County, Oregon",Metropolitan,OR,Portland,Vancouver,Beaverton,,,,
38900,41,51,"Multnomah County, Oregon",Metropolitan,OR,Portland,Vancouver,Beaverton,,,,
38900,41,67,"Washington County, Oregon",Metropolitan,OR,Portland,Vancouver,Beaverton,,,,
38900,41,71,"Yamhill County, Oregon",Metropolitan,OR,Portland,Vancouver,Beaverton,,,,
38900,53,11,"Clark County, Washington",Metropolitan,OR,Portland,Vancouver,Beaverton,,,,
38900,53,59,"Skamania County, Washington",Metropolitan,OR,Portland,Vancouver,Beaverton,,,,
38940,12,85,"Martin County, Florida",Metropolitan,FL,Port St. Lucie,,,,,,
38940,12,111,"St. Lucie County, Florida",Metropolitan,FL,Port St. Lucie,,,,,,
39020,39,145,"Scioto County, Ohio",Micropolitan,OH,Portsmouth,,,,,,
39060,42,107,"Schuylkill County, Pennsylvania",Micropolitan,PA,Pottsville,,,,,,
39100,36,27,"Dutchess County, New York",Metropolitan,NY,Poughkeepsie,Newburgh,Middletown,,,,
39100,36,71,"Orange County, New York",Metropolitan,NY,Poughkeepsie,Newburgh,Middletown,,,,
39140,4,25,"Yavapai County, Arizona",Metropolitan,AZ,Prescott,,,,,,
39220,49,7,"Carbon County, Utah",Micropolitan,UT,Price,,,,,,
39260,41,13,"Crook County, Oregon",Micropolitan,OR,Prineville,,,,,,
39300,25,5,"Bristol County, Massachusetts",Metropolitan,RI,Providence,New Bedford,Fall River,,,,
39300,44,1,"Bristol County, Rhode Island",Metropolitan,RI,Providence,New Bedford,Fall River,,,,
39300,44,3,"Kent County, Rhode Island",Metropolitan,RI,Providence,New Bedford,Fall River,,,,
39300,44,5,"Newport County, Rhode Island",Metropolitan,RI,Providence,New Bedford,Fall River,,,,
39300,44,7,"Providence County, Rhode Island",Metropolitan,RI,Providence,New Bedford,Fall River,,,,
39300,44,9,"Washington County, Rhode Island",Metropolitan,RI,Providence,New Bedford,Fall River,,,,
39340,49,23,"Juab County, Utah",Metropolitan,UT,Provo,Orem,,,,,
39340,49,49,"Utah County, Utah",Metropolitan,UT,Provo,Orem,,,,,
39380,8,101,"Pueblo County, Colorado",Metropolitan,CO,Pueblo,,,,,,
39420,53,75,"Whitman County, Washington",Micropolitan,WA,Pullman,,,,,,
39460,12,15,"Charlotte County, Florida",Metropolitan,FL,Punta Gorda,,,,,,
39500,17,1,"Adams County, Illinois",Micropolitan,IL,Quincy,,,,,,
39500,29,111,"Lewis County, Missouri",Micropolitan,IL,Quincy,,,,,,
39540,55,101,"Racine County, Wisconsin",Metropolitan,WI,Racine,,,,,,
39580,37,69,"Franklin County, North Carolina",Metropolitan,NC,Raleigh,Cary,,,,,
39580,37,101,"Johnston County, North Carolina",Metropolitan,NC,Raleigh,Cary,,,,,
39580,37,183,"Wake County, North Carolina",Metropolitan,NC,Raleigh,Cary,,,,,
39660,46,93,"Meade County, South Dakota",Metropolitan,SD,Rapid City,,,,,,
39660,46,103,"Pennington County, South Dakota",Metropolitan,SD,Rapid City,,,,,,
39700,48,489,"Willacy County, Texas",Micropolitan,TX,Raymondville,,,,,,
39740,42,11,"Berks County, Pennsylvania",Metropolitan,PA,Reading,,,,,,
39780,6,103,"Tehama County, California",Micropolitan,CA,Red Bluff,,,,,,
39820,6,89,"Shasta County, California",Metropolitan,CA,Redding,,,,,,
39860,27,49,"Goodhue County, Minnesota",Micropolitan,MN,Red Wing,,,,,,
39900,32,29,"Storey County, Nevada",Metropolitan,NV,Reno,Sparks,,,,,
39900,32,31,"Washoe County, Nevada",Metropolitan,NV,Reno,Sparks,,,,,
39940,16,43,"Fremont County, Idaho",Micropolitan,ID,Rexburg,,,,,,
39940,16,65,"Madison County, Idaho",Micropolitan,ID,Rexburg,,,,,,
39980,18,177,"Wayne County, Indiana",Micropolitan,IN,Richmond,,,,,,
40060,51,7,"Amelia County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,33,"Caroline County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,36,"Charles City County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,41,"Chesterfield County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,49,"Cumberland County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,53,"Dinwiddie County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,75,"Goochland County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,85,"Hanover County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,87,"Henrico County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,97,"King and Queen County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,101,"King William County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,109,"Louisa County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,127,"New Kent County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,145,"Powhatan County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,149,"Prince George County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,183,"Sussex County, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,570,"Colonial Heights city, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,670,"Hopewell city, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,730,"Petersburg city, Virginia",Metropolitan,VA,Richmond,,,,,,
40060,51,760,"Richmond city, Virginia",Metropolitan,VA,Richmond,,,,,,
40080,21,151,"Madison County, Kentucky",Micropolitan,KY,Richmond,Berea,,,,,
40080,21,203,"Rockcastle County, Kentucky",Micropolitan,KY,Richmond,Berea,,,,,
40100,48,427,"Starr County, Texas",Micropolitan,TX,Rio Grande City,Roma,,,,,
40140,6,65,"Riverside County, California",Metropolitan,CA,Riverside,San Bernardino,Ontario,,,,
40140,6,71,"San Bernardino County, California",Metropolitan,CA,Riverside,San Bernardino,Ontario,,,,
40180,56,13,"Fremont County, Wyoming",Micropolitan,WY,Riverton,,,,,,
40220,51,23,"Botetourt County, Virginia",Metropolitan,VA,Roanoke,,,,,,
40220,51,45,"Craig County, Virginia",Metropolitan,VA,Roanoke,,,,,,
40220,51,67,"Franklin County, Virginia",Metropolitan,VA,Roanoke,,,,,,
40220,51,161,"Roanoke County, Virginia",Metropolitan,VA,Roanoke,,,,,,
40220,51,770,"Roanoke city, Virginia",Metropolitan,VA,Roanoke,,,,,,
40220,51,775,"Salem city, Virginia",Metropolitan,VA,Roanoke,,,,,,
40260,37,83,"Halifax County, North Carolina",Micropolitan,NC,Roanoke Rapids,,,,,,
40260,37,131,"Northampton County, North Carolina",Micropolitan,NC,Roanoke Rapids,,,,,,
40300,17,141,"Ogle County, Illinois",Micropolitan,IL,Rochelle,,,,,,
40340,27,39,"Dodge County, Minnesota",Metropolitan,MN,Rochester,,,,,,
40340,27,109,"Olmsted County, Minnesota",Metropolitan,MN,Rochester,,,,,,
40340,27,157,"Wabasha County, Minnesota",Metropolitan,MN,Rochester,,,,,,
40380,36,51,"Livingston County, New York",Metropolitan,NY,Rochester,,,,,,
40380,36,55,"Monroe County, New York",Metropolitan,NY,Rochester,,,,,,
40380,36,69,"Ontario County, New York",Metropolitan,NY,Rochester,,,,,,
40380,36,73,"Orleans County, New York",Metropolitan,NY,Rochester,,,,,,
40380,36,117,"Wayne County, New York",Metropolitan,NY,Rochester,,,,,,
40420,17,7,"Boone County, Illinois",Metropolitan,IL,Rockford,,,,,,
40420,17,201,"Winnebago County, Illinois",Metropolitan,IL,Rockford,,,,,,
40460,37,153,"Richmond County, North Carolina",Micropolitan,NC,Rockingham,,,,,,
40500,23,13,"Knox County, Maine",Micropolitan,ME,Rockland,,,,,,
40540,56,37,"Sweetwater County, Wyoming",Micropolitan,WY,Rock Springs,,,,,,
40580,37,65,"Edgecombe County, North Carolina",Metropolitan,NC,Rocky Mount,,,,,,
40580,37,127,"Nash County, North Carolina",Metropolitan,NC,Rocky Mount,,,,,,
40620,29,161,"Phelps County, Missouri",Micropolitan,MO,Rolla,,,,,,
40660,13,115,"Floyd County, Georgia",Metropolitan,GA,Rome,,,,,,
40700,41,19,"Douglas County, Oregon",Micropolitan,OR,Roseburg,,,,,,
40740,35,5,"Chaves County, New Mexico",Micropolitan,NM,Roswell,,,,,,
40760,35,27,"Lincoln County, New Mexico",Micropolitan,NM,Ruidoso,,,,,,
40780,5,115,"Pope County, Arkansas",Micropolitan,AR,Russellville,,,,,,
40780,5,149,"Yell County, Arkansas",Micropolitan,AR,Russellville,,,,,,
40820,22,49,"Jackson Parish, Louisiana",Micropolitan,LA,Ruston,,,,,,
40820,22,61,"Lincoln Parish, Louisiana",Micropolitan,LA,Ruston,,,,,,
40860,50,21,"Rutland County, Vermont",Micropolitan,VT,Rutland,,,,,,
40900,6,17,"El Dorado County, California",Metropolitan,CA,Sacramento,,Arden,Arcade,,Roseville,
40900,6,61,"Placer County, California",Metropolitan,CA,Sacramento,,Arden,Arcade,,Roseville,
40900,6,67,"Sacramento County, California",Metropolitan,CA,Sacramento,,Arden,Arcade,,Roseville,
40900,6,113,"Yolo County, California",Metropolitan,CA,Sacramento,,Arden,Arcade,,Roseville,
40940,4,9,"Graham County, Arizona",Micropolitan,AZ,Safford,,,,,,
40940,4,11,"Greenlee County, Arizona",Micropolitan,AZ,Safford,,,,,,
40980,26,145,"Saginaw County, Michigan",Metropolitan,MI,Saginaw,Saginaw Township North,,,,,
41060,27,9,"Benton County, Minnesota",Metropolitan,MN,St. Cloud,,,,,,
41060,27,145,"Stearns County, Minnesota",Metropolitan,MN,St. Cloud,,,,,,
41100,49,53,"Washington County, Utah",Metropolitan,UT,St. George,,,,,,
41140,20,43,"Doniphan County, Kansas",Metropolitan,MO,St. Joseph,,,,,,
41140,29,3,"Andrew County, Missouri",Metropolitan,MO,St. Joseph,,,,,,
41140,29,21,"Buchanan County, Missouri",Metropolitan,MO,St. Joseph,,,,,,
41140,29,63,"DeKalb County, Missouri",Metropolitan,MO,St. Joseph,,,,,,
41180,17,5,"Bond County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,17,13,"Calhoun County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,17,27,"Clinton County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,17,83,"Jersey County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,17,117,"Macoupin County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,17,119,"Madison County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,17,133,"Monroe County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,17,163,"St. Clair County, Illinois",Metropolitan,MO,St. Louis,,,,,,
41180,29,71,"Franklin County, Missouri",Metropolitan,MO,St. Louis,,,,,,
41180,29,99,"Jefferson County, Missouri",Metropolitan,MO,St. Louis,,,,,,
41180,29,113,"Lincoln County, Missouri",Metropolitan,MO,St. Louis,,,,,,
41180,29,183,"St. Charles County, Missouri",Metropolitan,MO,St. Louis,,,,,,
41180,29,189,"St. Louis County, Missouri",Metropolitan,MO,St. Louis,,,,,,
41180,29,219,"Warren County, Missouri",Metropolitan,MO,St. Louis,,,,,,
41180,29,221,"Washington County, Missouri",Metropolitan,MO,St. Louis,,,,,,
41180,29,510,"St. Louis city, Missouri",Metropolitan,MO,St. Louis,,,,,,
41220,13,39,"Camden County, Georgia",Micropolitan,GA,St. Marys,,,,,,
41260,42,47,"Elk County, Pennsylvania",Micropolitan,PA,St. Marys,,,,,,
41420,41,47,"Marion County, Oregon",Metropolitan,OR,Salem,,,,,,
41420,41,53,"Polk County, Oregon",Metropolitan,OR,Salem,,,,,,
41460,20,143,"Ottawa County, Kansas",Micropolitan,KS,Salina,,,,,,
41460,20,169,"Saline County, Kansas",Micropolitan,KS,Salina,,,,,,
41500,6,53,"Monterey County, California",Metropolitan,CA,Salinas,,,,,,
41540,24,39,"Somerset County, Maryland",Metropolitan,MD,Salisbury,,,,,,
41540,24,45,"Wicomico County, Maryland",Metropolitan,MD,Salisbury,,,,,,
41580,37,159,"Rowan County, North Carolina",Micropolitan,NC,Salisbury,,,,,,
41620,49,35,"Salt Lake County, Utah",Metropolitan,UT,Salt Lake City,,,,,,
41620,49,43,"Summit County, Utah",Metropolitan,UT,Salt Lake City,,,,,,
41620,49,45,"Tooele County, Utah",Metropolitan,UT,Salt Lake City,,,,,,
41660,48,235,"Irion County, Texas",Metropolitan,TX,San Angelo,,,,,,
41660,48,451,"Tom Green County, Texas",Metropolitan,TX,San Angelo,,,,,,
41700,48,13,"Atascosa County, Texas",Metropolitan,TX,San Antonio,,,,,,
41700,48,19,"Bandera County, Texas",Metropolitan,TX,San Antonio,,,,,,
41700,48,29,"Bexar County, Texas",Metropolitan,TX,San Antonio,,,,,,
41700,48,91,"Comal County, Texas",Metropolitan,TX,San Antonio,,,,,,
41700,48,187,"Guadalupe County, Texas",Metropolitan,TX,San Antonio,,,,,,
41700,48,259,"Kendall County, Texas",Metropolitan,TX,San Antonio,,,,,,
41700,48,325,"Medina County, Texas",Metropolitan,TX,San Antonio,,,,,,
41700,48,493,"Wilson County, Texas",Metropolitan,TX,San Antonio,,,,,,
41740,6,73,"San Diego County, California",Metropolitan,CA,San Diego,Carlsbad,San Marcos,,,,
41780,39,43,"Erie County, Ohio",Metropolitan,OH,Sandusky,,,,,,
41820,37,105,"Lee County, North Carolina",Micropolitan,NC,Sanford,,,,,,
41860,6,1,"Alameda County, California",Metropolitan,CA,San Francisco,Oakland,Fremont,,,,
41860,6,13,"Contra Costa County, California",Metropolitan,CA,San Francisco,Oakland,Fremont,,,,
41860,6,41,"Marin County, California",Metropolitan,CA,San Francisco,Oakland,Fremont,,,,
41860,6,75,"San Francisco County, California",Metropolitan,CA,San Francisco,Oakland,Fremont,,,,
41860,6,81,"San Mateo County, California",Metropolitan,CA,San Francisco,Oakland,Fremont,,,,
41940,6,69,"San Benito County, California",Metropolitan,CA,San Jose,Sunnyvale,Santa Clara,,,,
41940,6,85,"Santa Clara County, California",Metropolitan,CA,San Jose,Sunnyvale,Santa Clara,,,,
42020,6,79,"San Luis Obispo County, California",Metropolitan,CA,San Luis Obispo,Paso Robles,,,,,
42060,6,83,"Santa Barbara County, California",Metropolitan,CA,Santa Barbara,Santa Maria,Goleta,,,,
42100,6,87,"Santa Cruz County, California",Metropolitan,CA,Santa Cruz,Watsonville,,,,,
42140,35,49,"Santa Fe County, New Mexico",Metropolitan,NM,Santa Fe,,,,,,
42220,6,97,"Sonoma County, California",Metropolitan,CA,Santa Rosa,Petaluma,,,,,
42260,12,81,"Manatee County, Florida",Metropolitan,FL,Sarasota,Bradenton,Venice,,,,
42260,12,115,"Sarasota County, Florida",Metropolitan,FL,Sarasota,Bradenton,Venice,,,,
42300,26,33,"Chippewa County, Michigan",Micropolitan,MI,Sault Ste. Marie,,,,,,
42340,13,29,"Bryan County, Georgia",Metropolitan,GA,Savannah,,,,,,
42340,13,51,"Chatham County, Georgia",Metropolitan,GA,Savannah,,,,,,
42340,13,103,"Effingham County, Georgia",Metropolitan,GA,Savannah,,,,,,
42380,42,15,"Bradford County, Pennsylvania",Micropolitan,PA,Sayre,,,,,,
42420,31,7,"Banner County, Nebraska",Micropolitan,NE,Scottsbluff,,,,,,
42420,31,157,"Scotts Bluff County, Nebraska",Micropolitan,NE,Scottsbluff,,,,,,
42460,1,71,"Jackson County, Alabama",Micropolitan,AL,Scottsboro,,,,,,
42500,18,143,"Scott County, Indiana",Micropolitan,IN,Scottsburg,,,,,,
42540,42,69,"Lackawanna County, Pennsylvania",Metropolitan,PA,Scranton,,Wilkes,Barre,,,
42540,42,79,"Luzerne County, Pennsylvania",Metropolitan,PA,Scranton,,Wilkes,Barre,,,
42540,42,131,"Wyoming County, Pennsylvania",Metropolitan,PA,Scranton,,Wilkes,Barre,,,
42580,10,5,"Sussex County, Delaware",Micropolitan,DE,Seaford,,,,,,
42620,5,145,"White County, Arkansas",Micropolitan,AR,Searcy,,,,,,
42660,53,33,"King County, Washington",Metropolitan,WA,Seattle,Tacoma,Bellevue,,,,
42660,53,53,"Pierce County, Washington",Metropolitan,WA,Seattle,Tacoma,Bellevue,,,,
42660,53,61,"Snohomish County, Washington",Metropolitan,WA,Seattle,Tacoma,Bellevue,,,,
42680,12,61,"Indian River County, Florida",Metropolitan,FL,Sebastian,Vero Beach,,,,,
42700,12,55,"Highlands County, Florida",Micropolitan,FL,Sebring,,,,,,
42740,29,159,"Pettis County, Missouri",Micropolitan,MO,Sedalia,,,,,,
42780,42,109,"Snyder County, Pennsylvania",Micropolitan,PA,Selinsgrove,,,,,,
42820,1,47,"Dallas County, Alabama",Micropolitan,AL,Selma,,,,,,
42860,45,73,"Oconee County, South Carolina",Micropolitan,SC,Seneca,,,,,,
42900,36,99,"Seneca County, New York",Micropolitan,NY,Seneca Falls,,,,,,
42940,47,155,"Sevier County, Tennessee",Micropolitan,TN,Sevierville,,,,,,
42980,18,71,"Jackson County, Indiana",Micropolitan,IN,Seymour,,,,,,
43060,40,125,"Pottawatomie County, Oklahoma",Micropolitan,OK,Shawnee,,,,,,
43100,55,117,"Sheboygan County, Wisconsin",Metropolitan,WI,Sheboygan,,,,,,
43140,37,45,"Cleveland County, North Carolina",Micropolitan,NC,Shelby,,,,,,
43180,47,3,"Bedford County, Tennessee",Micropolitan,TN,Shelbyville,,,,,,
43220,53,45,"Mason County, Washington",Micropolitan,WA,Shelton,,,,,,
43260,56,33,"Sheridan County, Wyoming",Micropolitan,WY,Sheridan,,,,,,
43300,48,181,"Grayson County, Texas",Metropolitan,TX,Sherman,Denison,,,,,
43340,22,15,"Bossier Parish, Louisiana",Metropolitan,LA,Shreveport,Bossier City,,,,,
43340,22,17,"Caddo Parish, Louisiana",Metropolitan,LA,Shreveport,Bossier City,,,,,
43340,22,31,"De Soto Parish, Louisiana",Metropolitan,LA,Shreveport,Bossier City,,,,,
43380,39,149,"Shelby County, Ohio",Micropolitan,OH,Sidney,,,,,,
43420,4,3,"Cochise County, Arizona",Micropolitan,AZ,Sierra Vista,Douglas,,,,,
43460,29,201,"Scott County, Missouri",Micropolitan,MO,Sikeston,,,,,,
43500,35,17,"Grant County, New Mexico",Micropolitan,NM,Silver City,,,,,,
43540,8,117,"Summit County, Colorado",Micropolitan,CO,Silverthorne,,,,,,
43580,19,193,"Woodbury County, Iowa",Metropolitan,IA,Sioux City,,,,,,
43580,31,43,"Dakota County, Nebraska",Metropolitan,IA,Sioux City,,,,,,
43580,31,51,"Dixon County, Nebraska",Metropolitan,IA,Sioux City,,,,,,
43580,46,127,"Union County, South Dakota",Metropolitan,IA,Sioux City,,,,,,
43620,46,83,"Lincoln County, South Dakota",Metropolitan,SD,Sioux Falls,,,,,,
43620,46,87,"McCook County, South Dakota",Metropolitan,SD,Sioux Falls,,,,,,
43620,46,99,"Minnehaha County, South Dakota",Metropolitan,SD,Sioux Falls,,,,,,
43620,46,125,"Turner County, South Dakota",Metropolitan,SD,Sioux Falls,,,,,,
43660,48,415,"Scurry County, Texas",Micropolitan,TX,Snyder,,,,,,
43700,21,199,"Pulaski County, Kentucky",Micropolitan,KY,Somerset,,,,,,
43740,42,111,"Somerset County, Pennsylvania",Micropolitan,PA,Somerset,,,,,,
43780,18,141,"St. Joseph County, Indiana",Metropolitan,IN,South Bend,Mishawaka,,,,,
43780,26,27,"Cass County, Michigan",Metropolitan,IN,South Bend,Mishawaka,,,,,
43860,37,125,"Moore County, North Carolina",Micropolitan,NC,Southern Pines,Pinehurst,,,,,
43900,45,83,"Spartanburg County, South Carolina",Metropolitan,SC,Spartanburg,,,,,,
43940,46,81,"Lawrence County, South Dakota",Micropolitan,SD,Spearfish,,,,,,
43980,19,41,"Clay County, Iowa",Micropolitan,IA,Spencer,,,,,,
44020,19,59,"Dickinson County, Iowa",Micropolitan,IA,Spirit Lake,,,,,,
44060,53,63,"Spokane County, Washington",Metropolitan,WA,Spokane,,,,,,
44100,17,129,"Menard County, Illinois",Metropolitan,IL,Springfield,,,,,,
44100,17,167,"Sangamon County, Illinois",Metropolitan,IL,Springfield,,,,,,
44140,25,11,"Franklin County, Massachusetts",Metropolitan,MA,Springfield,,,,,,
44140,25,13,"Hampden County, Massachusetts",Metropolitan,MA,Springfield,,,,,,
44140,25,15,"Hampshire County, Massachusetts",Metropolitan,MA,Springfield,,,,,,
44180,29,43,"Christian County, Missouri",Metropolitan,MO,Springfield,,,,,,
44180,29,59,"Dallas County, Missouri",Metropolitan,MO,Springfield,,,,,,
44180,29,77,"Greene County, Missouri",Metropolitan,MO,Springfield,,,,,,
44180,29,167,"Polk County, Missouri",Metropolitan,MO,Springfield,,,,,,
44180,29,225,"Webster County, Missouri",Metropolitan,MO,Springfield,,,,,,
44220,39,23,"Clark County, Ohio",Metropolitan,OH,Springfield,,,,,,
44260,28,105,"Oktibbeha County, Mississippi",Micropolitan,MS,Starkville,,,,,,
44300,42,27,"Centre County, Pennsylvania",Metropolitan,PA,State College,,,,,,
44340,13,31,"Bulloch County, Georgia",Micropolitan,GA,Statesboro,,,,,,
44380,37,97,"Iredell County, North Carolina",Micropolitan,NC,Statesville,Mooresville,,,,,
44420,51,15,"Augusta County, Virginia",Micropolitan,VA,Staunton,Waynesboro,,,,,
44420,51,790,"Staunton city, Virginia",Micropolitan,VA,Staunton,Waynesboro,,,,,
44420,51,820,"Waynesboro city, Virginia",Micropolitan,VA,Staunton,Waynesboro,,,,,
44500,48,143,"Erath County, Texas",Micropolitan,TX,Stephenville,,,,,,
44540,8,75,"Logan County, Colorado",Micropolitan,CO,Sterling,,,,,,
44580,17,195,"Whiteside County, Illinois",Micropolitan,IL,Sterling,,,,,,
44620,55,97,"Portage County, Wisconsin",Micropolitan,WI,Stevens Point,,,,,,
44660,40,119,"Payne County, Oklahoma",Micropolitan,OK,Stillwater,,,,,,
44700,6,77,"San Joaquin County, California",Metropolitan,CA,Stockton,,,,,,
44740,19,21,"Buena Vista County, Iowa",Micropolitan,IA,Storm Lake,,,,,,
44780,26,149,"St. Joseph County, Michigan",Micropolitan,MI,Sturgis,,,,,,
44860,48,223,"Hopkins County, Texas",Micropolitan,TX,Sulphur Springs,,,,,,
44900,13,55,"Chattooga County, Georgia",Micropolitan,GA,Summerville,,,,,,
44940,45,85,"Sumter County, South Carolina",Metropolitan,SC,Sumter,,,,,,
44980,42,97,"Northumberland County, Pennsylvania",Micropolitan,PA,Sunbury,,,,,,
45000,6,35,"Lassen County, California",Micropolitan,CA,Susanville,,,,,,
45020,48,353,"Nolan County, Texas",Micropolitan,TX,Sweetwater,,,,,,
45060,36,53,"Madison County, New York",Metropolitan,NY,Syracuse,,,,,,
45060,36,67,"Onondaga County, New York",Metropolitan,NY,Syracuse,,,,,,
45060,36,75,"Oswego County, New York",Metropolitan,NY,Syracuse,,,,,,
45140,40,21,"Cherokee County, Oklahoma",Micropolitan,OK,Tahlequah,,,,,,
45180,1,121,"Talladega County, Alabama",Micropolitan,AL,Talladega,Sylacauga,,,,,
45220,12,39,"Gadsden County, Florida",Metropolitan,FL,Tallahassee,,,,,,
45220,12,65,"Jefferson County, Florida",Metropolitan,FL,Tallahassee,,,,,,
45220,12,73,"Leon County, Florida",Metropolitan,FL,Tallahassee,,,,,,
45220,12,129,"Wakulla County, Florida",Metropolitan,FL,Tallahassee,,,,,,
45260,22,65,"Madison Parish, Louisiana",Micropolitan,LA,Tallulah,,,,,,
45300,12,53,"Hernando County, Florida",Metropolitan,FL,Tampa,St. Petersburg,Clearwater,,,,
45300,12,57,"Hillsborough County, Florida",Metropolitan,FL,Tampa,St. Petersburg,Clearwater,,,,
45300,12,101,"Pasco County, Florida",Metropolitan,FL,Tampa,St. Petersburg,Clearwater,,,,
45300,12,103,"Pinellas County, Florida",Metropolitan,FL,Tampa,St. Petersburg,Clearwater,,,,
45340,35,55,"Taos County, New Mexico",Micropolitan,NM,Taos,,,,,,
45380,17,21,"Christian County, Illinois",Micropolitan,IL,Taylorville,,,,,,
45460,18,21,"Clay County, Indiana",Metropolitan,IN,Terre Haute,,,,,,
